COMPANY_FKEY,RES_NOTIF_KEY,RES_ACCOUNTING,RES_ACC_RES_FKEY_LIST,RES_FRAUD,RES_FRAUD_RES_FKEY_LIST,RES_CLER_ERR,RES_CLER_ERR_FKEY_LIST,RES_ADVERSE,RES_BEGIN_DATE,RES_END_DATE,RES_SEC_INVEST,DATE_OF_8K_402,FORM_FKEY,FILE_DATE
0001023364,25001,1,|6|14|,0,,0,,0,01/01/2007,30/09/2007,1,17/03/2008,8-K,17/03/2008
0001023364,31226,1,|18|,0,,0,,1,01/04/2009,30/09/2009,0,02/03/2010,Press Release,25/02/2010
0001023364,40093,1,|9|,0,,0,,1,01/07/2012,30/09/2012,0,,10-Q/A,13/11/2012
0001023731,18449,1,|4|,0,,0,,0,01/04/2004,31/03/2006,0,15/06/2007,8-K,15/06/2007
0001023731,19163,1,|19|26|,0,,0,,1,01/01/2006,31/12/2006,0,,10-Q/A,29/06/2007
0001023734,9093,1,|4|10|45|,0,,0,,1,01/01/2004,31/12/2005,1,22/05/2006,NT 10-Q,16/05/2006
0001023844,12772,1,|26|,0,,0,,1,01/01/2006,31/03/2006,0,,10-Q/A,25/10/2006
0001023844,32405,1,|6|,0,,0,,1,01/10/2009,31/03/2010,0,10/06/2010,8-K,10/06/2010
0001024022,8836,1,|18|,0,,0,,1,01/07/2001,31/03/2006,0,11/05/2006,8-K,11/05/2006
0001024452,37829,1,|6|,0,,0,,1,01/10/2011,31/12/2011,0,16/04/2012,8-K,16/04/2012
0001024628,35732,1,|4|,0,,0,,1,01/01/2009,31/12/2010,0,,10-K,15/04/2011
0001024628,38770,1,|10|,0,,0,,1,01/01/2011,31/03/2012,0,,10-Q,21/05/2012
0001024725,19894,1,|8|18|,0,,0,,0,01/01/2002,31/03/2007,0,23/07/2007,8-K,23/07/2007
0001024725,46852,1,|4|11|19|44|,0,,0,,1,01/01/2012,31/12/2013,0,,10-Q,05/08/2014
0001027207,13618,1,|6|,0,,0,,1,01/01/2003,30/06/2006,1,14/11/2006,Press Release,24/10/2006
0001027702,15943,1,|17|48|,0,,0,,1,01/01/2002,30/09/2006,0,26/02/2007,8-K,26/02/2007
0001027884,9184,1,|8|24|43|,0,,0,,1,01/04/2005,30/06/2005,0,01/06/2006,Press Release,31/05/2006
0001028153,8868,1,|4|13|37|,0,,0,,1,01/01/2005,30/09/2005,0,12/05/2006,8-K,12/05/2006
0001028153,10708,1,|14|,0,,0,,1,01/01/2003,31/03/2006,1,14/08/2006,8-K,14/08/2006
0001028153,16701,1,|3|13|17|46|,0,,0,,1,01/01/2003,31/12/2005,0,06/04/2007,8-K,06/04/2007
0001028153,23486,1,|3|4|7|10|23|45|,0,,0,,1,01/01/2005,31/03/2006,0,,10QSB/A,06/12/2007
0001028153,25663,1,|36|,0,,0,,1,01/01/2007,31/12/2007,0,,10KSB/A,12/05/2008
0001028153,26459,1,|9|,0,,0,,1,01/01/2008,30/06/2008,0,,10-Q/A,07/08/2008
0001028153,30385,1,|4|,0,,0,,1,01/01/2009,30/06/2009,0,06/11/2009,8-K,06/11/2009
0001028318,45808,1,|19|,0,,0,,1,01/04/2009,30/06/2009,0,,10-Q,09/11/2009
0001029299,42688,1,|6|,0,,0,,1,01/01/2005,31/12/2005,0,,S-1/A,02/10/2007
0001029506,27720,1,|19|36|,0,,0,,1,01/10/2005,30/09/2006,0,,10-K/A,11/12/2008
0001029506,37926,1,|3|46|,0,,0,,1,01/10/2008,31/12/2011,0,07/05/2012,Press Release,07/05/2012
0001029744,44928,1,|18|,0,,0,,1,01/10/2004,30/09/2008,0,,Press Release,30/11/2009
0001030339,25166,1,|13|,0,,0,,0,01/01/2005,31/12/2007,1,28/03/2008,NT 10-K,17/03/2008
0001030339,26448,1,|4|,0,,0,,1,01/01/2008,31/03/2008,0,05/08/2008,8-K,05/08/2008
0001030471,9123,1,|6|7|,0,,0,,1,01/01/2003,31/12/2005,0,25/05/2006,8-K,09/02/2006
0001030471,15712,1,|17|48|,0,,0,,1,01/01/2001,30/06/2006,0,02/02/2007,Press Release,07/11/2006
0001030471,21092,1,|6|11|44|,0,,0,,1,01/01/2000,30/06/2006,0,18/09/2007,8-K,24/07/2007
0001030471,22315,1,|6|9|14|19|20|,0,,0,,1,01/01/2005,30/06/2006,0,,10-K,10/10/2007
0001030484,19955,1,|14|19|29|,0,,0,,1,01/01/2004,31/03/2007,0,30/07/2007,8-K,30/07/2007
0001031203,5715,1,|19|26|,0,,0,,1,01/01/2002,30/09/2005,1,31/01/2006,8-K,31/01/2006
0001031203,36676,1,|9|,0,,0,,1,01/01/2009,30/09/2011,0,,10-Q/A,02/12/2011
0001031203,46696,1,|19|,0,,0,,1,01/01/2014,31/03/2014,0,,10-Q,04/08/2014
0001031296,13197,1,|19|,0,,0,,1,01/01/2006,30/06/2006,0,02/11/2006,10-Q/A,01/11/2006
0001031623,16838,1,|6|11|,0,,0,,1,01/01/2006,30/09/2006,0,,10-K,16/03/2007
0001032067,10928,1,|17|48|,0,,0,,1,01/03/1999,28/02/2006,0,30/08/2006,NT 10-K,31/05/2006
0001032067,39876,1,|20|,0,,0,,0,01/03/2012,31/05/2012,0,04/10/2012,8-K,04/10/2012
0001032220,43909,1,|29|,0,,0,,1,01/10/2011,30/09/2012,0,,10-K,19/11/2013
0001032761,30735,1,|13|14|19|36|37|,0,,0,,1,01/10/2007,30/09/2008,0,,10-K,11/12/2009
0001032863,14186,1,|4|9|17|,0,,0,,1,01/01/2003,31/12/2004,0,15/12/2006,Press Release,15/12/2006
0001032863,24856,1,|6|12|18|20|,0,,0,,1,01/01/2007,30/09/2007,0,03/03/2008,NT 10-K,03/03/2008
0001032975,43171,1,|1|12|,0,,0,,1,01/04/2010,30/06/2013,0,,10-K/A,07/08/2013
0001032975,47237,1,|6|7|20|23|69|,0,,0,,0,01/04/2009,31/12/2013,1,04/09/2014,NT 10-K,22/05/2014
0001034088,18102,1,|17|48|,0,,0,,1,01/01/1998,30/06/2006,0,,8-K,13/02/2007
0001034088,42550,1,|18|,0,,0,,1,01/01/2007,31/12/2007,0,,10-K,24/02/2009
0001035201,28244,1,|19|,0,,0,,1,01/01/2006,31/12/2007,0,,10-K,02/03/2009
0001035201,38100,1,|36|,0,,0,,1,01/01/2009,31/03/2011,0,,10-K,29/02/2012
0001035748,42557,1,|6|12|,0,,0,,1,01/01/2007,31/12/2007,0,,10-Q,10/11/2008
0001035748,44366,1,|6|,0,,0,,0,01/07/2013,30/09/2013,0,,10-Q,07/11/2013
0001036044,38929,1,|6|,0,,0,,1,01/07/2010,30/09/2010,0,,10-K,07/03/2011
0001036044,41630,1,|11|18|44|69|,0,,0,,0,01/01/2011,30/09/2012,0,,10-K,19/03/2013
0001036044,43839,1,|19|,0,,0,,1,01/01/2011,30/06/2013,0,,10-Q,13/11/2013
0001036188,29384,1,|6|,0,,0,,1,01/02/2008,31/01/2009,0,,10-Q,10/06/2009
0001037016,39382,1,|7|18|21|23|42|,0,,0,,0,01/01/2007,30/09/2012,1,31/10/2012,Press Release,07/08/2012
0001037016,44435,1,|4|11|19|44|,0,,0,,1,01/01/2012,30/09/2012,0,,10-Q,31/10/2013
0001037461,33361,1,|21|42|,0,,0,,1,01/02/2006,30/04/2010,0,,10-Q,09/09/2010
0001037760,29823,1,|1|3|46|,0,,0,,1,01/01/2007,31/03/2009,0,,Press Release,30/07/2009
0001037949,44162,1,|19|24|43|,0,,0,,1,01/01/2012,30/09/2012,0,,10-Q,15/05/2013
0001038074,8444,1,|19|29|,0,,0,,1,01/01/2005,31/12/2005,0,,10-K/A,24/04/2006
0001038222,42914,1,|6|,0,,0,,1,01/11/2002,31/10/2005,0,,S-4/A,30/04/2007
0001038223,28714,1,|7|,0,,0,,1,01/01/2006,30/09/2008,0,,Press Release,13/03/2009
0001038223,29815,1,|6|14|,0,,0,,0,01/01/2009,31/03/2009,0,,Press Release,04/08/2009
0001038223,45826,1,|10|18|,0,,0,,1,01/01/2007,31/12/2007,0,,10-Q,13/11/2009
0001038223,45825,1,|4|,0,,0,,1,01/01/2009,30/06/2009,0,,10-Q,13/11/2009
0001038280,44835,1,|4|,0,,0,,1,01/01/2011,31/03/2011,0,,10-Q,10/05/2012
0001038357,45672,1,|1|,0,,0,,0,01/01/2009,30/06/2009,0,,10-Q,30/07/2010
0001038357,44892,1,|18|,0,,0,,0,01/01/2011,31/12/2011,0,,10-Q,07/08/2012
0001039065,11395,1,|19|21|29|42|,0,,0,,1,01/10/2004,31/03/2005,0,,10-Q,17/02/2006
0001039280,7250,1,|3|4|17|46|,0,,0,,0,01/07/2003,30/06/2004,0,22/03/2006,10QSB,09/02/2006
0001039280,27296,1,|13|,0,,0,,1,01/07/2005,30/06/2008,0,10/11/2008,8-K,10/11/2008
0001039399,22956,1,|20|,0,,0,,1,01/01/2006,30/06/2007,0,09/11/2007,Press Release,24/10/2007
0001039399,45328,1,|3|20|,0,,0,,1,01/01/2012,29/12/2012,0,,10-K,07/03/2014
0001039684,43066,1,|6|,0,,0,,1,01/07/2005,30/09/2005,0,,Press Release,08/03/2006
0001040593,6959,1,|8|11|13|24|,0,,0,,1,01/01/2004,30/09/2005,0,09/03/2006,8-K,09/03/2006
0001040593,24331,1,|8|,0,,0,,1,01/07/2007,30/09/2007,0,31/01/2008,8-K,31/01/2008
0001040593,29746,1,|3|7|,0,,0,,1,01/01/2006,31/03/2009,0,10/08/2009,8-K,10/08/2009
0001040593,34702,1,|10|11|36|,0,,0,,1,01/07/2010,30/09/2010,1,31/03/2011,NT 10-K,16/03/2011
0001040829,16199,1,|9|21|42|,0,,0,,1,01/04/2005,30/06/2005,0,,10-K,28/02/2007
0001040896,30723,1,|6|20|,0,,0,,0,01/01/2008,30/06/2009,0,,10-Q,10/11/2009
0001041177,42712,1,|4|9|,0,,0,,1,01/07/2003,31/03/2007,0,,S-1/A,13/07/2007
0001041177,36706,1,|11|26|,0,,0,,1,01/07/2007,30/06/2008,0,,10-K/A,08/07/2009
0001041177,39820,1,|4|,0,,0,,0,01/07/2009,31/03/2012,0,,10-K,14/09/2012
0001041177,43827,1,|6|11|,0,,0,,1,01/07/2012,31/03/2013,0,,10-K,20/09/2013
0001041379,46335,1,|19|,0,,0,,1,01/01/2012,31/12/2013,0,,10-Q,28/05/2014
0001041514,40937,1,|12|,0,,0,,1,01/07/2011,30/06/2012,0,,10-Q,07/02/2013
0001041657,15879,1,|17|48|,0,,0,,1,01/01/1999,31/12/2005,0,21/02/2007,8-K,21/02/2007
0001041657,27518,1,|11|13|,0,,0,,1,01/01/2007,30/06/2008,0,,10-Q,11/08/2008
0001041657,32973,1,|13|,0,,0,,1,01/01/2005,31/03/2010,0,28/07/2010,8-K,28/07/2010
0001041657,39036,1,|19|,0,,0,,1,01/01/2011,31/03/2012,0,03/08/2012,Press Release,02/08/2012
0001041657,43291,1,|4|11|13|19|44|,0,,0,,1,01/01/2010,31/03/2013,0,19/08/2013,Press Release,13/08/2013
0001041803,37008,1,|10|13|37|45|,0,,0,,1,01/09/2010,31/08/2011,0,,10-K/A,09/01/2012
0001041803,41946,1,|6|20|,0,,0,,1,01/09/2010,31/08/2012,0,,10-Q,09/01/2013
0001041858,50043,1,|1|,0,,0,,1,01/01/2009,30/06/2009,0,,10-Q,04/08/2009
0001041859,12241,1,|7|12|17|18|21|29|42|48|,0,,0,,1,01/02/2001,28/04/2005,0,11/10/2006,8-K,08/09/2006
0001042134,23579,1,|17|48|,0,,0,,1,01/10/2001,30/06/2006,0,30/11/2006,Press Release,25/07/2006
0001042187,12642,1,|13|19|37|,0,,0,,1,01/01/2005,30/06/2005,0,,10-Q,21/08/2006
0001042187,11217,1,|9|22|,0,,0,,1,01/01/2003,31/12/2005,0,11/09/2006,8-K,11/09/2006
0001042431,22954,1,|17|48|,0,,0,,1,01/01/1999,30/09/2006,0,09/11/2007,Press Release,30/01/2007
0001043509,8060,1,|12|19|,0,,0,,1,01/01/2003,31/12/2005,0,,10-K,15/03/2006
0001043509,37498,1,|12|14|18|19|,0,,0,,1,01/01/2011,31/12/2011,0,05/03/2012,8-K,05/03/2012
0001043533,52948,1,|1|12|18|,0,,0,,1,01/01/2006,31/12/2006,0,,10-K,30/09/2008
0001043604,10519,1,|17|48|,0,,0,,1,01/01/1999,31/03/2006,0,10/08/2006,Press Release,22/05/2006
0001044435,16208,1,|17|48|,0,,0,,1,01/08/2000,31/12/2006,0,12/03/2007,8-K,09/01/2007
0001044435,43709,1,|6|14|20|,0,,0,,1,01/01/2013,30/06/2013,1,07/11/2013,8-K,07/11/2013
0001044577,25755,1,|6|9|18|35|,0,,0,,0,01/07/2007,31/03/2008,0,16/05/2008,8-K,16/05/2008
0001044590,24964,1,|19|,0,,0,,1,01/01/2005,30/09/2007,0,23/01/2009,10-K,03/03/2008
0001044590,32871,1,|13|18|19|37|,0,,0,,1,01/01/2008,31/03/2010,0,,10-Q,05/08/2010
0001044590,44645,1,|3|7|20|,0,,0,,1,01/01/2010,31/12/2010,0,,10-K,28/02/2012
0001044590,41612,1,|3|46|,0,,0,,1,01/04/2012,30/09/2012,0,,10-K,11/03/2013
0001044590,42111,1,|6|19|20|,0,,0,,1,01/01/2012,01/04/2012,0,,10-Q,03/05/2013
0001045280,11101,1,|4|,0,,0,,1,01/01/2005,30/09/2005,0,,10-K,15/03/2006
0001045280,25963,1,|6|,0,,0,,1,01/04/2007,30/09/2007,0,27/05/2008,NT 10-Q,13/05/2008
0001045309,42127,1,|19|,0,,0,,1,01/01/2012,30/09/2012,0,,10-Q,03/05/2013
0001045309,46793,1,|7|20|69|,0,,0,,1,01/01/2013,30/06/2013,0,,10-Q,07/08/2014
0001045742,25691,1,|1|7|12|14|,0,,0,,1,01/10/2002,30/06/2007,0,13/05/2008,10-K,20/12/2007
0001045742,30810,1,|14|,0,,0,,1,01/10/2007,30/09/2008,0,,10-Q,14/08/2009
0001045810,11306,1,|17|48|,0,,0,,1,01/01/1999,30/04/2006,0,06/11/2006,8-K,10/08/2006
0001045829,38529,1,|12|,0,,0,,1,01/07/2010,31/12/2011,0,,10-Q,03/05/2012
0001046131,50060,1,|69|,0,,0,,1,01/01/2006,31/12/2008,0,,10-K,23/03/2009
0001046212,32680,1,|17|,0,,0,,0,01/01/2006,31/12/2009,0,22/07/2010,8-K,22/07/2010
0001046311,42495,1,|4|7|11|19|44|,0,,0,,1,01/01/2012,31/03/2012,0,,10-Q,08/05/2013
0001046311,43874,1,|19|,0,,0,,1,01/01/2010,31/03/2013,0,,Press Release,26/07/2013
0001046311,46914,1,|6|,0,,0,,0,01/01/2009,31/03/2014,0,05/08/2014,8-K,05/08/2014
0001046327,41639,1,|10|45|,0,,0,,0,01/01/2010,31/12/2011,0,,10-K,18/03/2013
0001046880,38640,1,|6|11|14|,0,,0,,1,01/01/2010,31/03/2012,0,04/06/2012,Press Release,04/06/2012
0001046880,40088,1,|11|14|44|,0,,0,,0,01/04/2012,30/06/2012,0,13/11/2012,8-K,13/11/2012
0001046880,42261,1,|18|,0,,0,,1,01/01/2010,31/12/2012,0,09/05/2013,8-K,09/05/2013
0001046995,16423,1,|4|,0,,0,,1,01/01/2006,30/09/2006,0,28/03/2007,8-K,28/03/2007
0001046995,35955,1,|4|9|,0,,0,,1,01/01/2009,31/03/2011,0,16/08/2011,8-K,16/08/2011
0001047127,10776,1,|17|39|48|,0,,0,,1,01/01/1998,30/06/2006,1,16/08/2006,8-K,26/07/2006
0001047340,62184,1,|18|,0,,0,,1,01/01/2004,31/12/2004,0,,20-F,06/03/2006
0001047340,33702,1,|7|,0,,0,,1,01/01/2007,27/12/2009,0,,10-K,02/03/2010
0001047881,7816,1,|6|,0,,0,,1,01/04/2005,30/09/2005,0,03/04/2006,8-K,03/04/2006
0001048268,9536,1,|12|21|28|,0,,0,,1,01/10/2005,31/03/2006,0,16/06/2006,8-K,16/06/2006
0001048268,14664,1,|11|20|28|,0,,0,,1,01/10/2005,30/06/2006,0,20/12/2006,8-K,20/12/2006
0001048268,30093,1,|1|7|23|,0,,0,,1,01/10/2007,30/06/2009,0,21/09/2009,10-Q,10/08/2009
0001048268,37320,1,|1|,0,,1,|12|,1,01/10/2010,30/06/2011,0,,10-K,20/12/2011
0001048268,37458,1,|12|,0,,0,,1,01/10/2007,30/09/2011,0,21/02/2012,NT 10-Q,14/02/2012
0001048695,10628,1,|17|48|,0,,0,,1,01/10/1998,31/03/2006,1,20/07/2006,Press Release,22/05/2006
0001049210,41501,1,|21|42|,0,,0,,1,01/01/2011,30/09/2012,0,14/03/2013,Press Release,14/03/2013
0001049502,34368,1,|19|,0,,0,,1,01/01/2008,31/12/2009,0,,10-Q,10/05/2010
0001049502,44380,1,|18|,0,,0,,1,01/01/2011,31/12/2012,0,,10-Q,06/11/2013
0001049505,11604,1,|4|22|,0,,0,,0,01/04/2005,31/12/2005,0,15/02/2007,10KSB,29/06/2006
0001049505,32594,1,|17|,0,,0,,1,01/04/2006,31/03/2009,0,29/06/2010,10-K,29/06/2010
0001049505,34273,1,|6|,0,,0,,1,01/04/2009,30/09/2010,0,,10-K/A,22/02/2011
0001050140,46367,1,|18|,0,,0,,0,01/02/2012,31/01/2013,0,,6-K,13/03/2014
0001050825,39897,1,|18|,0,,0,,1,01/03/2011,24/02/2012,0,,10-Q,01/10/2012
0001050915,13436,1,|14|19|29|,0,,0,,1,01/01/2006,30/06/2006,0,09/11/2006,10-Q/A,09/11/2006
0001050915,31626,1,|18|,0,,0,,0,01/01/2000,31/12/2008,0,,10-Q,09/11/2009
0001051470,6180,1,|1|17|21|23|42|,0,,0,,0,01/01/2001,30/09/2005,0,13/02/2006,8-K,13/02/2006
0001051512,15900,1,|3|6|7|8|12|18|,0,,0,,1,01/01/2002,30/06/2006,0,07/11/2006,Press Release,06/11/2006
0001051512,17001,1,|4|11|,0,,0,,1,01/01/2002,30/09/2006,0,23/04/2007,Press Release,22/04/2007
0001051512,32205,1,|6|12|,0,,0,,1,01/01/2007,31/12/2009,0,,Press Release,10/05/2010
0001051512,37024,1,|71|,0,,0,,0,01/01/2008,30/06/2011,0,,10-Q,09/11/2011
0001051512,38509,1,|19|29|,0,,0,,1,01/01/2009,30/09/2011,0,,8-K,24/02/2012
0001052054,37757,1,|18|,0,,0,,1,01/04/2011,30/09/2011,0,30/03/2012,Press Release,30/03/2012
0001053374,42628,1,|19|,0,,0,,1,01/01/2006,31/12/2006,0,,10-Q,08/11/2007
0001053507,10325,1,|17|48|,0,,0,,1,01/01/1998,31/03/2006,0,07/08/2006,Press Release,19/05/2006
0001053507,14164,1,|4|11|13|18|37|44|,0,,0,,0,01/01/2001,31/03/2006,0,,10-K/A,29/11/2006
0001053706,31021,1,|10|17|45|,0,,0,,1,01/12/2005,30/11/2008,0,,8-K,14/08/2009
0001053706,34210,1,|19|,0,,0,,1,01/03/2010,31/08/2010,0,,10-K,10/02/2011
0001053706,44223,1,|19|,0,,0,,1,01/01/2012,29/09/2012,0,,10-Q,09/05/2013
0001053706,47496,1,|19|,0,,0,,0,01/10/2012,28/09/2013,0,,10-Q,01/08/2014
0001054374,9794,1,|17|39|48|,0,,0,,1,01/01/1998,31/03/2006,0,14/07/2006,Press Release,29/05/2006
0001054721,28047,0,,0,,1,|20|,1,01/01/2007,30/09/2008,0,11/02/2009,8-K,11/02/2009
0001054905,45145,1,|69|,0,,0,,1,01/01/2010,31/12/2012,0,,10-K,13/02/2014
0001055355,38146,1,|6|13|18|37|,0,,0,,1,01/01/2009,31/12/2010,0,,10-K,15/03/2012
0001055454,32562,1,|12|,0,,0,,1,01/05/2006,28/04/2009,0,,10-K,25/06/2010
0001055454,44164,1,|4|,0,,0,,1,01/05/2013,27/07/2013,0,16/12/2013,NT 10-Q,11/12/2013
0001056087,36178,1,|3|7|12|,0,,0,,1,01/01/2010,26/12/2010,0,,10-Q,05/08/2011
0001056087,42417,1,|6|7|,0,,0,,1,01/01/2008,31/12/2012,0,,10-Q,10/05/2013
0001056696,6064,1,|12|18|23|,0,,0,,1,01/01/2000,31/12/2004,0,08/02/2006,Press Release,07/02/2006
0001057060,8721,1,|19|,0,,0,,1,01/10/2002,31/12/2005,1,05/05/2006,8-K,05/05/2006
0001057060,40727,1,|13|14|,0,,0,,1,01/10/2009,30/06/2012,0,,10-K,07/12/2012
0001057083,30375,1,|3|18|46|,0,,0,,1,01/01/2009,30/06/2009,0,04/11/2009,8-K,30/10/2009
0001057083,36436,1,|17|,0,,0,,0,01/01/2011,30/06/2011,0,28/10/2011,Press Release,26/10/2011
0001057379,14893,0,,1,|7|11|12|44|,0,,1,01/01/2003,30/06/2006,0,22/12/2006,Press Release,01/11/2006
0001057698,24456,1,|3|18|46|,0,,0,,1,01/11/2000,31/10/2006,0,,40-F,29/01/2008
0001057698,28024,1,|23|,0,,0,,0,01/11/2005,31/10/2007,0,,Press Release,17/12/2008
0001057758,36509,1,|18|,0,,0,,1,01/01/2006,30/06/2011,0,07/11/2011,8-K,07/11/2011
0001058057,12053,1,|17|48|,1,|17|48|,0,,1,01/02/1999,30/06/2006,0,03/10/2006,8-K,05/07/2006
0001058623,17351,1,|8|,0,,0,,0,01/04/2006,30/09/2006,0,16/05/2007,8-K,16/05/2007
0001058623,39232,1,|9|,0,,0,,0,01/01/2011,31/12/2011,0,,10-Q,09/08/2012
0001058623,42380,1,|4|11|19|44|,0,,0,,1,01/01/2012,31/12/2012,0,,10-K,18/03/2013
0001058623,46118,1,|4|11|19|44|,0,,0,,1,01/01/2013,30/09/2013,0,,10-Q,29/04/2014
0001058811,24829,1,|18|,0,,0,,1,01/01/2007,30/09/2007,0,28/02/2008,8-K,28/02/2008
0001058811,29752,1,|6|,0,,0,,1,01/01/2006,31/03/2009,0,10/08/2009,8-K,10/08/2009
0001058811,30473,1,|9|,0,,1,|17|,1,01/01/2006,31/03/2009,0,17/11/2009,8-K,17/11/2009
0001059324,36556,1,|10|45|,0,,0,,1,01/01/2010,30/06/2011,0,08/11/2011,8-K,08/11/2011
0001059341,24807,1,|3|,0,,0,,1,01/01/2007,30/09/2007,0,27/02/2008,8-K,27/02/2008
0001059562,47134,1,|20|29|,0,,0,,1,01/01/2012,31/12/2012,0,,10-K,17/03/2014
0001059786,12794,1,|17|48|,0,,0,,1,01/07/2001,31/03/2006,1,25/10/2006,Press Release,30/08/2006
0001060232,7218,1,|3|7|19|29|,0,,0,,1,01/02/2004,30/07/2005,0,,10-Q/A,21/02/2006
0001060736,46873,1,|19|,0,,0,,1,01/01/2012,31/12/2012,0,,10-K,28/02/2014
0001060822,30427,0,,1,|6|,0,,1,01/01/2004,04/07/2009,1,10/11/2009,Press Release,27/10/2009
0001060822,47477,1,|4|11|19|35|44|,0,,0,,1,01/01/2012,30/06/2014,0,,10-Q,23/10/2014
0001060990,29204,1,|36|,0,,0,,1,01/01/2007,31/03/2009,0,17/06/2009,8-K,17/06/2009
0001060990,38491,1,|1|10|22|24|43|,0,,0,,0,01/01/2010,30/06/2011,0,,Press Release,15/03/2012
0001060990,41508,1,|8|,0,,0,,1,01/01/2012,30/09/2012,0,15/03/2013,NT 10-K,04/03/2013
0001062047,47650,1,|26|,0,,0,,1,01/01/2013,30/06/2014,0,,10-Q,05/11/2014
0001062530,15787,1,|17|48|,0,,0,,1,01/01/2002,31/12/2005,1,08/02/2007,Press Release,11/11/2006
0001062530,28253,0,,0,,1,|19|,1,01/01/2008,31/12/2008,0,,10-K/A,09/03/2009
0001062530,31201,1,|4|7|,0,,0,,1,01/01/2009,31/03/2009,0,23/02/2010,10-K,23/02/2010
0001063537,5976,1,|19|,0,,0,,1,01/01/2004,31/12/2004,0,,10KSB/A,03/02/2006
0001063537,28111,1,|6|11|,0,,0,,1,01/01/2006,30/09/2008,1,23/02/2009,8-K,23/02/2009
0001063537,38304,1,|6|20|,0,,0,,1,01/01/2010,31/12/2010,0,,10-K,30/03/2012
0001064060,9926,1,|6|,0,,0,,1,01/01/2004,31/12/2004,0,,Press Release,18/07/2006
0001065034,50541,1,|18|,0,,0,,1,01/01/2008,06/04/2008,0,,10-Q,11/12/2008
0001065034,35842,0,,0,,1,|36|,1,01/05/2008,30/04/2010,0,,10-K/A,19/07/2011
0001065049,6730,0,,0,,1,|18|,0,01/08/2004,30/09/2005,0,06/03/2006,8-K,06/03/2006
0001065049,23007,0,,0,,1,|6|7|,1,01/01/2003,30/06/2007,0,13/11/2007,Press Release,09/11/2007
0001065049,23832,1,|18|,0,,0,,0,01/01/2007,30/06/2007,0,,10-Q,14/12/2007
0001065049,43542,1,|4|11|19|44|,0,,0,,1,01/01/2011,30/06/2013,0,21/10/2013,8-K,21/10/2013
0001065059,24849,0,,0,,1,|9|,1,30/09/2007,31/12/2007,0,,10-K/A,29/02/2008
0001065059,44484,1,|18|,0,,0,,0,01/01/2011,31/12/2011,0,,10-K,18/03/2013
0001065087,46900,1,|18|,0,,0,,1,01/01/2012,31/12/2013,0,,10-Q,11/08/2014
0001065280,50575,1,|21|42|,0,,0,,1,01/01/2004,31/03/2008,0,,10-Q,11/08/2008
0001065280,43570,1,|19|,0,,0,,1,01/01/2012,31/12/2012,0,,10-Q,25/07/2013
0001065860,38975,1,|6|,0,,0,,1,01/01/2008,31/03/2012,0,17/07/2012,Press Release,17/07/2012
0001066026,36190,1,|18|,0,,0,,1,01/10/2009,30/09/2010,0,,10-Q,08/02/2011
0001066026,45066,1,|26|,0,,0,,1,01/10/2011,30/09/2013,0,,10-Q,06/02/2014
0001066104,28272,1,|3|21|42|,0,,0,,1,01/01/2008,31/12/2008,0,13/03/2009,Press Release,13/03/2009
0001067318,42913,1,|4|,0,,0,,1,01/01/2001,31/12/2002,0,,20-F,06/03/2006
0001067837,41362,1,|18|,0,,0,,1,01/01/2011,31/12/2011,0,,8-K,08/02/2013
0001067837,45279,1,|18|36|,0,,0,,0,01/01/2011,31/12/2012,0,,10-K,03/03/2014
0001068717,43445,1,|6|,0,,0,,1,01/01/2009,31/03/2013,0,19/09/2013,Press Release,30/07/2013
0001068717,43593,0,,0,,1,|6|20|,1,01/01/2011,30/06/2013,0,28/10/2013,8-K,28/10/2013
0001068717,45216,1,|11|18|44|,0,,0,,1,01/01/2010,30/09/2013,1,27/02/2014,8-K,27/02/2014
0001068875,27544,1,|18|,0,,0,,0,01/01/2007,31/12/2007,0,,10-Q,10/11/2008
0001068875,36459,1,|3|10|45|46|,0,,0,,1,01/01/2010,30/06/2011,0,03/11/2011,Press Release,27/10/2011
0001069183,9024,0,,0,,1,|20|23|,1,01/01/2005,30/12/2005,0,16/05/2006,NT 10-Q,12/05/2006
0001069202,6348,1,|8|22|,0,,0,,0,01/01/2005,30/09/2005,0,21/02/2006,8-K,21/02/2006
0001069258,7014,0,,1,|7|11|44|,0,,1,01/04/2005,30/09/2005,0,14/03/2006,8-K,14/03/2006
0001069258,16325,1,|17|48|,1,|17|,0,,1,01/01/2002,30/09/2006,0,15/03/2007,8-K,12/03/2007
0001069394,5576,1,|20|,0,,0,,1,01/07/2005,30/09/2005,0,26/01/2006,8-K,26/01/2006
0001069469,11234,1,|7|11|16|20|,0,,0,,1,01/01/2006,30/03/2006,0,,10-Q/A,12/09/2006
0001069469,16434,1,|7|23|,0,,0,,1,01/01/2006,30/09/2006,0,29/03/2007,10-Q/A,29/03/2007
0001069878,16157,1,|1|7|12|23|,0,,0,,0,01/01/2003,30/09/2006,0,26/01/2007,8-K,26/01/2007
0001069878,29681,1,|18|,0,,0,,1,01/01/2007,31/03/2009,0,27/07/2009,8-K,27/07/2009
0001070235,18234,1,|17|48|,0,,0,,1,01/01/1997,31/05/2006,0,,Press Release,28/09/2006
0001070336,43192,1,|17|19|,0,,0,,1,01/01/2006,30/06/2006,0,,S-1/A,10/10/2006
