COMPANY_FKEY,RES_NOTIF_KEY,RES_ACCOUNTING,RES_ACC_RES_FKEY_LIST,RES_FRAUD,RES_FRAUD_RES_FKEY_LIST,RES_CLER_ERR,RES_CLER_ERR_FKEY_LIST,RES_ADVERSE,RES_BEGIN_DATE,RES_END_DATE,RES_SEC_INVEST,DATE_OF_8K_402,FORM_FKEY,FILE_DATE
0000088205,32049,1,|10|18|,0,,0,,1,01/01/2006,31/12/2009,0,,10-Q,05/05/2010
0000088205,45195,1,|4|11|18|44|,0,,0,,1,01/01/2007,31/12/2012,0,,10-K,21/02/2014
0000088941,9851,1,|17|48|,0,,0,,1,01/02/1995,31/01/2006,1,20/07/2006,Press Release,22/05/2006
0000089089,12726,1,|12|21|42|69|,0,,0,,1,01/01/2001,30/03/2006,0,10/08/2006,10-Q,09/08/2006
0000089089,47344,1,|32|,0,,0,,0,01/01/2009,30/09/2009,0,,10-Q,05/11/2009
0000089089,45865,1,|26|,0,,0,,1,01/01/2013,31/12/2013,0,,10-Q,25/04/2014
0000091767,43687,1,|19|,0,,0,,1,01/01/2012,30/09/2012,0,,10-Q,01/05/2013
0000091928,15836,1,|8|,0,,0,,0,01/01/2002,30/09/2006,0,14/02/2007,8-K,14/02/2007
0000091928,24888,1,|19|,0,,0,,1,01/01/2005,31/12/2006,0,,10-K,29/02/2008
0000092380,50810,1,|8|,0,,0,,1,01/01/2008,31/12/2008,0,,10-Q,20/04/2009
0000092380,30272,1,|8|,0,,0,,0,01/01/2009,30/06/2009,0,15/10/2009,Press Release,15/10/2009
0000092472,27299,1,|1|6|12|17|20|23|,0,,0,,1,01/01/2004,30/06/2008,0,10/11/2008,Press Release,10/11/2008
0000093389,34565,1,|10|,0,,0,,1,01/01/2006,31/03/2010,0,,10-K,09/03/2011
0000093456,25037,1,|69|,0,,0,,1,01/01/2005,31/12/2006,0,,10-K,11/03/2008
0000093456,28299,1,|18|,0,,0,,0,01/01/2006,31/12/2007,0,,10-Q,30/10/2008
0000095029,11907,0,,0,,1,|20|,0,01/01/2004,30/12/2004,0,,Press Release,14/03/2006
0000095029,26356,0,,0,,1,|14|,1,01/04/2008,28/06/2008,0,,10-Q/A,24/07/2008
0000095552,17201,1,|10|17|48|,0,,0,,1,01/01/2002,31/12/2005,0,,NT 10-K,19/03/2007
0000095552,16802,1,|19|,0,,1,|18|,1,01/01/2004,31/12/2006,0,,10-K/A,13/04/2007
0000095552,24985,1,|18|,0,,0,,0,01/01/2003,30/09/2007,0,14/03/2008,8-K,14/03/2008
0000095552,36170,1,|19|,0,,0,,1,01/01/2009,30/06/2010,0,,10-K,21/03/2011
0000096021,17131,1,|14|22|,0,,0,,0,01/07/2005,31/12/2005,0,07/05/2007,8-K,07/05/2007
0000096289,47299,1,|4|11|19|44|,0,,0,,1,01/01/2013,31/12/2013,0,,10-Q,11/09/2014
0000096763,40179,1,|18|,0,,0,,0,01/01/2011,31/12/2011,0,,10-Q,07/11/2012
0000096793,26962,1,|10|14|45|,0,,0,,1,01/06/2006,22/04/2008,0,19/09/2008,Press Release,17/09/2008
0000096793,29850,1,|11|14|44|,0,,0,,1,01/07/2008,31/03/2009,0,28/08/2009,8-K,28/08/2009
0000096793,37933,1,|36|,0,,0,,1,01/07/2010,31/12/2011,1,09/05/2012,8-K,09/05/2012
0000096831,13948,1,|18|,0,,0,,1,01/01/2004,30/06/2006,0,05/12/2006,8-K,15/11/2006
0000096943,43625,1,|19|,0,,0,,1,01/01/2011,31/03/2013,0,,10-Q,31/07/2013
0000096943,52749,1,|4|11|19|44|,0,,0,,1,01/01/2013,31/03/2015,0,,10-Q,30/07/2014
0000097216,44893,1,|4|11|19|44|,0,,0,,1,01/01/2009,31/03/2012,0,,10-Q,07/08/2012
0000097472,29645,1,|20|,0,,0,,0,01/06/2005,28/02/2009,0,,10-K,17/07/2009
0000097745,43674,1,|14|19|,0,,0,,1,01/01/2012,31/12/2012,0,,10-Q,01/11/2013
0000098362,45290,1,|14|29|,0,,0,,1,01/01/2012,31/12/2012,0,,10-K,28/02/2014
0000098720,10342,1,|7|11|14|23|44|,0,,0,,1,01/01/2002,30/06/2006,0,08/09/2006,8-K,08/08/2006
0000098720,13880,1,|1|12|13|37|,0,,0,,1,01/01/2002,30/06/2006,0,01/12/2006,8-K,22/11/2006
0000100378,38598,1,|19|,0,,0,,1,01/07/2011,31/12/2011,0,,10-Q,09/05/2012
0000100378,42260,1,|18|,0,,0,,1,01/07/2006,30/09/2012,0,,10-Q,06/02/2013
0000100493,5614,1,|18|22|,0,,0,,0,01/10/2004,30/09/2005,0,30/01/2006,8-K,30/01/2006
0000100517,39097,1,|6|7|,0,,0,,1,01/01/2010,31/12/2010,0,,10-K,22/02/2012
0000101063,41675,1,|7|20|,0,,0,,1,01/01/2010,30/09/2012,0,,10-K,18/03/2013
0000101594,7905,1,|4|,0,,0,,0,01/04/2005,30/06/2005,0,,NT 10-K,03/04/2006
0000102379,50061,1,|19|,0,,0,,0,01/01/2008,28/03/2008,0,,10-Q,13/05/2009
0000102379,37061,1,|13|18|,0,,0,,0,01/01/2009,30/06/2011,0,,10-Q,08/11/2011
0000102379,42379,1,|24|36|43|,0,,0,,1,01/01/2012,28/12/2012,0,,10-Q,07/05/2013
0000102379,44254,1,|4|11|19|44|,0,,0,,1,01/01/2010,29/03/2013,0,,8-K/A,25/06/2013
0000102379,43694,1,|3|46|,0,,0,,0,01/01/2011,30/06/2013,0,05/11/2013,Press Release,05/11/2013
0000102729,33497,1,|11|13|37|44|,0,,1,|4|,1,01/01/2009,26/12/2009,0,,10-Q,03/08/2010
0000103096,17370,1,|14|,0,,0,,0,01/07/2001,30/06/2006,0,18/05/2007,8-K,18/05/2007
0000103096,23411,1,|4|7|9|22|,0,,0,,1,01/10/2006,31/03/2007,0,30/11/2007,8-K,30/11/2007
0000103379,44242,1,|35|,0,,0,,1,01/04/2013,30/06/2013,0,,10-Q,07/08/2013
0000103872,9603,1,|19|29|,0,,0,,1,01/11/2003,30/04/2006,0,27/06/2006,10-K/A,22/06/2006
0000103872,43085,1,|6|,0,,0,,1,01/11/2006,02/11/2008,1,23/12/2009,Press Release,23/12/2009
0000104918,20232,1,|12|69|,0,,0,,1,01/01/2005,30/06/2007,0,,10-Q,08/08/2007
0000104918,33493,1,|19|26|,0,,0,,1,01/01/2009,30/09/2009,0,,10-Q,29/10/2010
0000104918,44246,1,|7|,0,,0,,1,01/01/2010,30/09/2012,0,,10-K,26/02/2013
0000105076,38113,1,|19|,0,,0,,1,01/01/2009,31/12/2010,0,,10-K,29/02/2012
0000105319,42475,1,|19|29|,0,,0,,0,01/01/2010,31/03/2012,0,,10-K,27/02/2013
0000105319,46799,1,|6|7|,0,,0,,0,01/01/2011,29/06/2013,0,,10-K,26/02/2014
0000106040,21253,1,|17|48|,0,,0,,1,01/07/2001,01/07/2005,0,,8-K,27/07/2006
0000106455,9019,0,,0,,1,|18|,1,01/10/2005,31/12/2005,0,16/05/2006,8-K,16/05/2006
0000106455,13363,1,|6|12|14|29|,0,,0,,1,01/01/2001,31/12/2005,0,21/07/2006,8-K,21/07/2006
0000106455,21309,1,|17|18|,0,,1,|69|,1,01/01/2002,30/06/2007,0,21/09/2007,Press Release,19/09/2007
0000106618,14959,1,|3|4|8|12|18|46|69|,0,,0,,1,01/01/2001,30/09/2004,0,27/12/2006,10-K,27/12/2006
0000107263,36201,1,|13|,0,,0,,1,01/01/2010,30/06/2010,0,,10-Q,28/10/2010
0000107263,37909,1,|18|,0,,0,,1,01/01/2008,31/12/2011,0,01/05/2012,8-K,01/05/2012
0000109156,30089,1,|7|11|24|43|44|,0,,0,,1,01/08/2004,30/04/2009,0,18/09/2009,8-K,18/09/2009
0000109563,18124,1,|19|,0,,0,,1,01/01/2006,31/03/2006,0,,10-Q,04/05/2007
0000110471,44002,1,|14|,0,,0,,1,01/01/2012,29/12/2012,0,,10-Q,02/05/2013
0000110621,47013,1,|12|,0,,0,,1,01/06/2012,28/02/2013,1,14/08/2014,Press Release,28/07/2014
0000200406,44280,1,|19|,0,,0,,1,01/01/2012,01/07/2012,0,,10-Q,09/11/2012
0000202058,62275,1,|6|7|20|,0,,0,,1,01/07/2012,29/06/2013,0,,10-Q,30/01/2013
0000215219,6154,0,,1,|6|11|12|14|,0,,1,01/01/1999,31/03/2005,0,09/02/2006,8-K,09/02/2006
0000215219,20517,1,|3|6|7|10|11|12|14|18|21|23|42|44|45|46|69|,0,,0,,1,01/01/2003,30/09/2005,0,,10-K,31/08/2007
0000215219,27690,1,|62|,0,,0,,0,01/01/2006,31/12/2006,0,,NT 10-Q,14/11/2008
0000215419,15903,0,,1,|6|11|44|,1,|6|18|,1,01/01/2002,30/09/2006,0,26/02/2007,8-K,26/02/2007
0000215419,45072,1,|18|,0,,0,,0,01/10/2009,31/12/2009,0,,10-K,23/02/2010
0000215419,32735,1,|18|,0,,0,,0,01/01/2006,27/12/2009,0,,10-Q,29/07/2010
0000215419,37990,1,|18|,1,|7|11|12|14|18|20|44|,0,,1,01/01/2007,30/09/2011,0,,NT 10-K,23/02/2012
0000215419,45416,1,|6|,0,,0,,1,01/01/2009,29/09/2013,0,20/03/2014,NT 10-K,18/03/2014
0000215466,6654,0,,0,,1,|20|,0,01/01/2005,31/03/2005,0,02/03/2006,8-K,02/03/2006
0000215466,51652,1,|14|29|,0,,0,,1,01/01/2004,31/12/2005,0,,10-K,22/02/2007
0000215466,34462,1,|18|,0,,0,,1,01/01/2009,31/03/2010,0,,10-K,01/03/2011
0000216039,28289,1,|6|,0,,0,,1,01/01/2004,30/09/2008,0,17/03/2009,8-K,17/03/2009
0000216039,31490,1,|19|,0,,0,,1,01/01/2009,31/12/2009,0,30/04/2010,8-K,30/04/2010
0000216228,38098,1,|13|18|37|,0,,0,,1,01/01/2009,31/12/2010,0,,10-K,29/02/2012
0000216228,41338,1,|19|,0,,0,,1,01/01/2010,31/12/2011,0,,10-K,27/02/2013
0000225263,38153,1,|18|,0,,0,,1,01/01/2008,31/12/2010,0,,10-K,15/03/2012
0000225263,37602,1,|19|,0,,0,,0,01/01/2011,31/12/2011,0,,10-K/A,16/03/2012
0000225263,44503,1,|19|,0,,0,,1,01/01/2012,30/09/2012,0,,10-Q,09/05/2013
0000225648,28814,1,|4|,0,,0,,1,01/01/2008,31/03/2009,0,,10-Q/A,18/05/2009
0000275053,7153,1,|6|7|11|18|19|44|,0,,0,,1,01/01/2002,30/09/2005,1,20/03/2006,Press Release,22/02/2006
0000275053,28852,1,|6|7|,0,,0,,1,01/01/2008,31/12/2008,0,,10-K/A,21/05/2009
0000276720,15748,1,|12|,0,,0,,1,01/09/2005,30/11/2006,1,,NT 10-Q,09/01/2007
0000277058,26427,1,|18|,0,,0,,1,01/11/2007,27/04/2008,0,,10-K,28/07/2008
0000277058,44067,1,|19|,0,,0,,0,01/05/2012,30/04/2013,0,,10-Q,13/09/2013
0000277135,27291,0,,0,,1,|4|,1,01/07/2008,30/09/2008,0,,10-Q/A,07/11/2008
0000277948,45147,1,|6|,0,,0,,0,01/01/2010,30/09/2013,0,,8-K,15/01/2014
0000278041,18989,1,|8|,0,,0,,0,01/01/2004,31/12/2004,0,,10-K/A,30/06/2006
0000278041,17315,1,|9|,0,,0,,1,01/01/2006,31/12/2006,0,15/05/2007,10-K/A,15/05/2007
0000278041,25559,1,|10|13|36|,0,,0,,1,01/01/2007,31/12/2007,0,,10-K/A,30/04/2008
0000278041,42533,1,|6|7|,0,,0,,1,01/01/2004,31/12/2008,0,,10-Q,08/05/2009
0000278041,38016,1,|19|29|,0,,0,,1,01/01/2009,31/12/2010,0,,10-K,09/03/2012
0000278041,46061,1,|6|11|14|18|29|,0,,0,,0,01/01/2013,31/12/2013,0,,10-Q,07/05/2014
0000278130,7917,1,|19|,0,,0,,1,01/03/2003,26/11/2005,0,06/04/2006,8-K,06/04/2006
0000278130,47425,1,|19|,0,,0,,1,01/03/2014,31/05/2014,0,,10-Q,08/10/2014
0000278166,40945,1,|14|,0,,0,,1,01/01/2012,31/03/2012,0,,10-Q,06/02/2013
0000310568,40669,1,|19|,0,,0,,0,01/10/2010,30/06/2012,0,,10-K,21/11/2012
0000313716,25079,0,,0,,1,|18|,1,01/01/2007,31/12/2007,0,,10-K/A,20/03/2008
0000314606,9886,1,|4|6|7|11|,0,,0,,1,01/01/2006,31/03/2006,0,,10-Q/A,20/07/2006
0000314606,32766,1,|4|,0,,0,,1,01/01/2009,31/03/2010,0,05/08/2010,8-K,05/08/2010
0000315293,16054,1,|17|48|,0,,0,,1,01/01/1999,30/09/2006,0,01/03/2007,Press Release,08/02/2007
0000316300,13949,1,|36|,0,,0,,1,01/01/2003,31/12/2005,0,05/12/2006,8-K,05/12/2006
0000316793,8903,1,|17|19|,0,,0,,1,01/07/2005,31/03/2006,0,15/05/2006,NT 10-Q,15/05/2006
0000316793,16705,1,|6|7|11|44|,0,,0,,1,01/07/2002,31/12/2006,0,09/04/2007,8-K,09/04/2007
0000316793,20510,1,|6|10|12|18|,0,,0,,1,01/07/2002,31/12/2006,0,31/08/2007,NT 10-K,31/08/2007
0000316793,48118,1,|19|,0,,0,,0,01/07/2008,31/03/2009,0,,10-K,27/08/2009
0000316793,48119,1,|7|13|37|,0,,0,,0,01/07/1997,30/06/2006,0,,10-Q,03/02/2010
0000317477,8837,1,|4|7|,0,,0,,1,01/07/2004,30/06/2005,0,11/05/2006,10-Q,10/05/2006
0000317477,28056,1,|7|,0,,0,,1,01/10/2007,30/09/2008,0,13/02/2009,8-K,13/02/2009
0000317771,36669,1,|6|,0,,0,,1,01/04/2011,30/09/2011,0,29/11/2011,8-K,29/11/2011
0000318996,26974,1,|18|,0,,0,,0,01/01/2003,31/12/2003,0,,NT 10-Q,11/05/2007
0000319201,12058,1,|17|39|48|,0,,0,,1,01/07/1996,31/03/2006,0,03/10/2006,8-K,24/05/2006
0000319201,17900,1,|14|19|,0,,0,,1,01/07/2004,31/12/2005,0,,10-K,29/01/2007
0000319815,42702,1,|19|,0,,0,,1,01/01/2004,31/03/2007,0,,10-Q,09/08/2007
0000319815,41399,1,|6|,0,,0,,1,01/01/2011,30/09/2012,0,07/03/2013,Press Release,07/03/2013
0000320187,45668,1,|3|19|20|,0,,0,,1,01/12/2012,28/02/2013,0,,10-Q,07/04/2014
0000320187,46687,1,|7|12|19|20|23|,0,,0,,1,01/06/2009,28/02/2014,0,,10-K,25/07/2014
0000320193,10196,1,|17|48|,0,,0,,1,01/10/1996,01/04/2006,0,04/08/2006,Press Release,29/06/2006
0000320340,40092,1,|13|,0,,0,,0,01/01/2009,30/06/2012,0,14/11/2012,Press Release,14/11/2012
0000320345,31163,0,,1,|6|11|14|20|44|,0,,1,01/07/2005,30/09/2009,0,,Press Release,04/02/2010
0000350644,11637,1,|4|,0,,0,,1,01/01/2004,31/12/2004,0,20/11/2006,10KSB,17/04/2006
0000350644,18373,0,,0,,1,|9|,1,01/01/2007,31/03/2007,0,,10QSB/A,13/06/2007
0000350644,20462,1,|7|,0,,0,,1,01/01/2006,31/12/2006,0,,10QSB,20/08/2007
0000350644,26043,1,|18|,0,,0,,1,01/01/2005,31/12/2006,0,,10KSB,16/04/2008
0000350644,38382,1,|4|,0,,0,,1,01/01/2011,30/09/2011,0,,10-K,02/04/2012
0000350698,6539,1,|12|19|,0,,0,,1,01/01/2003,31/12/2004,1,28/02/2006,8-K,28/02/2006
0000350698,17194,1,|12|19|,0,,0,,1,01/01/2005,30/09/2005,1,,10-Q,28/04/2006
0000350846,39475,1,|6|,0,,0,,1,01/01/2011,31/03/2012,0,,Press Release,13/08/2012
0000350894,49311,1,|19|,0,,0,,1,01/01/2010,30/06/2010,0,,10-Q,04/11/2010
0000350907,37714,1,|7|,0,,0,,1,01/01/2009,30/09/2011,0,,10-K,21/02/2012
0000351817,47752,1,|3|18|,0,,0,,0,01/01/2009,30/06/2014,0,12/11/2014,Press Release,11/11/2014
0000351834,24240,1,|20|,0,,0,,1,01/01/2007,30/09/2007,0,24/01/2008,8-K,24/01/2008
0000352435,42716,1,|17|48|,0,,0,,1,01/04/2005,31/03/2006,0,,20-F,11/06/2007
0000352747,40297,1,|4|,0,,0,,1,01/01/2010,30/06/2012,0,27/11/2012,8-K,27/11/2012
0000352915,47818,1,|19|,0,,0,,1,01/01/2013,30/09/2013,0,,10-K,27/02/2014
0000353020,36216,1,|13|37|,0,,0,,1,01/01/2009,31/12/2010,0,,10-Q,01/08/2011
0000353230,37690,1,|12|21|,0,,0,,0,01/01/2007,31/12/2010,0,,10-K,23/02/2012
0000353567,13974,1,|9|,0,,0,,1,01/10/2002,30/06/2006,0,07/12/2006,8-K,07/12/2006
0000354908,16056,1,|17|48|,0,,0,,1,01/01/1995,31/12/2005,0,01/03/2007,8-K,01/03/2007
0000354963,6525,1,|7|12|21|42|,0,,0,,1,01/01/2001,30/09/2005,0,28/02/2006,8-K,28/02/2006
0000354963,51028,1,|18|,0,,0,,1,01/01/2007,31/12/2007,0,,10-K,09/03/2009
0000354963,45108,1,|71|,0,,0,,1,01/01/2007,31/12/2008,0,,10-Q,04/08/2009
0000355948,7945,1,|11|18|27|32|44|,0,,0,,1,01/06/2000,03/12/2005,0,07/04/2006,8-K,07/04/2006
0000355948,37305,1,|18|,0,,0,,1,01/06/2010,02/06/2011,0,,10-Q,12/01/2012
0000356028,9160,1,|7|,0,,0,,1,01/10/2005,31/12/2005,0,30/05/2006,8-K,30/05/2006
0000356028,11991,1,|6|7|17|18|,0,,0,,1,01/04/1995,31/12/2005,0,,8-K,29/06/2006
0000356037,6155,1,|13|19|29|37|,0,,0,,1,01/10/2000,30/09/2004,0,16/03/2006,8-K,10/02/2006
0000356037,29762,1,|20|,0,,0,,1,01/10/2008,31/03/2009,0,11/08/2009,Press Release,11/08/2009
0000356037,37003,1,|6|20|,0,,0,,1,01/10/2009,30/06/2011,0,06/01/2012,NT 10-K,28/12/2011
0000356080,29702,1,|3|,0,,0,,1,01/01/2007,31/03/2009,0,31/07/2009,Press Release,31/07/2009
0000357108,23881,1,|17|,0,,0,,1,01/10/2004,30/06/2007,0,31/12/2007,8-K,31/12/2007
0000701374,34551,1,|18|28|,0,,0,,1,01/01/2010,30/04/2010,0,,10-K,10/03/2011
0000701374,45203,1,|18|,0,,0,,0,01/01/2012,31/12/2012,0,,Press Release,19/02/2014
0000701818,6455,1,|13|37|,0,,0,,1,01/01/2003,31/12/2004,0,,40-F/A,23/02/2006
0000703351,47694,1,|6|20|,0,,0,,1,01/07/2013,25/06/2014,0,,10-Q,03/11/2014
0000703361,37524,1,|7|,0,,0,,1,01/04/2010,30/09/2011,0,,Press Release,30/01/2012
0000706864,28564,1,|6|,0,,0,,0,01/01/2008,30/06/2008,0,,10-Q,17/11/2008
0000706864,30046,1,|20|,0,,0,,1,01/01/2007,27/09/2008,0,03/04/2009,Press Release,02/04/2009
0000707549,23814,1,|17|48|,0,,0,,1,01/07/1996,30/06/2006,0,24/12/2007,8-K,18/07/2007
0000708717,15170,1,|7|17|,0,,0,,1,01/08/2005,30/04/2006,0,,10-K,16/10/2006
0000708818,38748,1,|10|45|,0,,0,,1,01/04/2009,31/03/2010,0,,10-K,27/05/2011
0000709283,23149,1,|7|21|,0,,0,,1,01/04/2005,31/03/2006,1,16/11/2007,8-K,16/11/2007
0000709283,44188,1,|6|,0,,0,,1,01/04/2010,30/03/2013,0,,8-K,01/08/2013
0000709283,46398,1,|12|21|29|42|,0,,0,,0,01/04/2011,31/12/2013,0,,Press Release,07/05/2014
0000711065,11308,1,|17|48|,0,,0,,1,01/04/1997,31/03/2005,1,14/09/2006,Press Release,31/05/2006
0000711404,5486,1,|1|3|10|20|46|,0,,0,,1,01/11/2004,31/07/2005,0,23/01/2006,10-K,17/01/2006
0000711404,32715,1,|3|13|37|46|,0,,0,,1,01/11/2007,30/04/2008,0,,10-K,19/12/2008
0000712034,6241,1,|3|18|46|,0,,0,,1,01/01/2002,31/03/2005,0,14/02/2006,8-K,14/02/2006
0000713002,5313,1,|9|10|18|20|45|,0,,0,,1,01/08/2004,31/10/2006,0,18/01/2006,8-K,18/01/2006
0000713002,13081,1,|6|11|44|,0,,0,,0,01/02/2006,30/04/2006,0,30/10/2006,Press Release,11/09/2006
0000713002,15717,1,|19|,0,,0,,1,01/05/2005,30/04/2006,0,,10-K/A,30/01/2007
0000713002,20470,1,|19|,0,,0,,1,01/05/2006,31/10/2006,0,30/03/2007,8-K,30/03/2007
0000713002,26284,1,|18|,0,,0,,1,01/05/2005,31/01/2008,0,09/07/2008,8-K,09/07/2008
0000714284,6149,1,|10|16|,0,,0,,1,01/01/2003,31/12/2004,1,30/08/2006,10KSB/A,09/02/2006
0000714284,43243,1,|19|,0,,0,,1,01/01/2004,31/03/2006,0,30/08/2006,10-K/A,27/07/2006
0000716643,40857,1,|13|37|,0,,0,,0,01/07/2012,30/09/2012,0,25/01/2013,8-K,25/01/2013
0000717605,6470,1,|10|13|36|,0,,0,,1,01/01/2004,31/12/2004,0,,10-K/A,27/02/2006
0000717605,49835,1,|19|,0,,0,,0,01/01/2006,30/06/2009,0,,10-Q,26/10/2009
0000718074,21713,1,|11|13|18|44|,0,,0,,1,01/03/2001,31/05/2007,0,03/10/2007,8-K,03/10/2007
0000718130,27717,1,|6|,0,,0,,1,01/10/2007,30/06/2008,0,11/12/2008,Press Release,11/12/2008
0000718789,16207,0,,0,,1,|11|20|24|43|44|,1,01/11/2005,31/10/2006,0,13/03/2007,Press Release,12/03/2007
0000718877,15507,1,|7|17|48|,0,,0,,1,01/04/1991,30/06/2006,0,25/01/2007,Press Release,19/07/2006
0000718877,18283,1,|7|,0,,0,,1,01/01/2006,31/03/2006,0,,10-Q,07/06/2007
0000718877,31683,1,|24|43|,0,,0,,1,01/01/2008,30/06/2009,0,,10-Q,06/11/2009
0000718937,23030,1,|19|,0,,0,,1,01/01/2004,29/12/2006,0,,10-Q,07/11/2007
0000719164,25196,1,|6|11|12|18|20|23|44|,0,,0,,1,01/01/2004,30/09/2007,0,01/04/2008,NT 10-Q,10/08/2007
0000719164,26192,1,|3|11|46|,0,,0,,1,01/01/2002,31/12/2007,0,26/06/2008,8-K,26/06/2008
0000719274,38070,1,|18|,0,,0,,1,01/04/2010,31/12/2011,0,23/05/2012,Press Release,23/05/2012
0000719722,22850,1,|19|20|,0,,0,,1,01/06/2006,31/08/2006,1,02/11/2007,10-K,13/02/2007
0000722723,41718,1,|19|,0,,0,,1,01/01/2009,31/03/2011,0,,10-Q,02/08/2011
0000722723,41511,1,|20|,0,,0,,1,01/01/2010,31/03/2012,1,18/03/2013,NT 10-K,04/03/2013
0000722723,43635,1,|14|,0,,0,,1,01/01/2010,30/06/2013,0,,Press Release,29/10/2013
0000722723,48427,1,|1|4|6|7|12|20|23|24|43|,1,|12|,0,,1,01/01/2009,30/09/2014,0,17/02/2015,NT 10-Q,06/11/2014
0000722830,45161,1,|7|12|,0,,0,,0,01/07/2008,30/09/2013,0,,10-Q,10/02/2014
0000723125,40141,1,|10|18|19|45|,0,,0,,1,01/09/2010,29/08/2011,0,,10-K,29/10/2012
0000723612,13630,1,|3|10|11|45|46|,0,,0,,1,01/01/2001,30/06/2006,0,01/11/2006,Press Release,31/10/2006
0000724571,44068,1,|19|,0,,0,,1,01/02/2012,28/07/2012,0,,10-Q,12/09/2013
0000726958,48135,1,|18|,0,,0,,1,01/05/2011,31/07/2014,0,,Press Release,24/11/2014
0000727510,53072,1,|7|,0,,0,,1,01/01/2007,31/03/2008,0,,10-Q,08/08/2008
0000727510,33067,1,|19|,0,,0,,1,01/01/2008,31/03/2010,0,,10-Q,09/08/2010
0000728387,8745,1,|4|11|17|36|,0,,0,,1,01/10/2002,30/06/2005,1,09/05/2006,8-K,09/05/2006
0000729580,16764,1,|9|,0,,0,,1,01/01/2004,31/12/2005,0,,10-K,16/03/2007
0000730000,42892,1,|19|,0,,0,,0,01/04/2009,30/09/2011,0,,10-Q,09/02/2012
0000730464,39783,1,|18|,0,,0,,0,01/07/2004,30/06/2008,0,,10-K,26/08/2009
0000730716,7668,0,,0,,1,|6|11|24|43|44|,1,01/07/2000,30/06/2005,0,30/03/2006,Press Release,29/03/2006
0000730716,31610,0,,0,,1,|19|36|,1,01/07/2008,31/12/2009,0,14/05/2010,NT 10-Q,11/05/2010
0000731657,27549,1,|6|,0,,0,,1,01/01/2007,30/06/2008,0,24/11/2008,NT 10-Q,14/11/2008
0000731766,13410,1,|17|48|,0,,0,,1,01/01/1994,31/03/2006,0,08/11/2006,8-K,07/04/2006
0000731859,7480,1,|9|22|,0,,0,,1,01/01/2005,30/09/2005,0,28/03/2006,8-K,28/03/2006
0000732712,44766,1,|6|,0,,0,,1,01/01/2009,31/12/2010,0,,10-K,28/02/2011
0000732834,18899,1,|17|39|,0,,0,,1,01/01/2006,30/09/2006,0,,10-Q,19/06/2007
0000733269,25747,1,|6|,0,,0,,1,01/04/2003,31/12/2007,0,15/05/2008,8-K,15/05/2008
0000737602,26951,1,|18|,0,,0,,1,01/07/2006,30/06/2007,0,17/09/2008,8-K,17/09/2008
0000739608,42722,1,|6|20|,0,,0,,1,01/09/2007,28/02/2013,1,19/06/2013,8-K,19/06/2013
0000739878,32112,1,|9|,0,,0,,1,01/01/2009,30/06/2009,0,,10-Q,05/05/2010
0000739878,37457,1,|12|,0,,0,,1,01/01/2007,30/09/2011,1,21/02/2012,NT 10-K,16/03/2011
0000739878,41987,0,,0,,1,|7|20|,1,01/01/2008,30/09/2012,1,,10-K,16/04/2013
0000741696,15416,1,|17|48|,0,,0,,1,01/11/1999,31/10/2005,0,16/01/2007,8-K,16/01/2007
0000743316,15694,1,|17|48|,0,,0,,1,01/07/1994,31/03/2006,0,01/02/2007,NT 10-K,08/09/2006
0000744187,35530,1,|10|,0,,0,,1,01/02/2007,31/10/2009,0,,10-K,16/04/2010
0000745651,18412,1,|10|45|,0,,0,,1,01/01/2006,30/09/2006,0,15/06/2007,10QSB,15/05/2007
0000745651,25227,1,|3|46|,0,,0,,0,01/01/2006,30/06/2007,0,,10KSB,28/03/2008
0000745651,26616,1,|9|,0,,0,,1,01/01/2007,31/12/2007,0,11/08/2008,8-K,11/08/2008
0000745651,28363,1,|19|,0,,0,,0,01/07/2008,30/09/2008,0,,10-Q/A,23/03/2009
0000745651,33482,1,|4|7|11|12|44|,0,,0,,0,01/01/2008,31/12/2009,0,08/11/2010,10-K,30/03/2010
0000745655,17003,1,|3|6|10|45|,0,,0,,1,01/01/2005,30/06/2006,0,23/04/2007,8-K,23/04/2007
0000746834,42467,1,|4|,0,,0,,1,01/01/2009,30/09/2009,0,31/12/2009,8-K,31/12/2009
0000748015,31032,1,|1|18|,0,,0,,1,01/12/2006,31/05/2009,0,,10-K,25/01/2010
0000748270,43640,1,|19|,0,,0,,0,01/04/2013,30/06/2013,0,,10-Q,01/11/2013
0000749647,44398,1,|4|,0,,0,,1,01/01/2012,31/12/2012,0,,10-Q,12/11/2013
0000750004,47153,1,|4|11|19|44|,0,,0,,1,01/01/2011,31/12/2012,0,,10-K,17/03/2014
0000750561,7013,1,|8|,0,,0,,1,01/01/2004,30/09/2005,0,14/03/2006,8-K,14/03/2006
0000751085,35354,1,|19|,0,,0,,1,01/07/2007,31/03/2010,0,,10-K,31/08/2010
0000751652,28413,1,|24|43|,0,,0,,1,01/01/2007,30/06/2008,0,,10-Q/A,29/10/2008
0000752431,35726,1,|22|35|36|,0,,0,,0,01/04/2009,28/03/2010,0,,10-K,08/06/2011
0000752431,37561,1,|20|29|,0,,0,,1,01/04/2010,28/03/2011,0,,10-Q,08/02/2012
0000753568,39220,1,|17|,0,,0,,0,01/04/2011,27/03/2012,0,,10-Q,10/08/2012
