year,cik
2013,715787
2012,275053
2012,71180
2012,71691
2012,814453
2012,1164727
2012,71829
2012,225263
2012,72207
2012,702165
2012,789933
2012,13372
2012,1111711
2012,72903
2012,1133421
2012,97216
2013,51253
2012,73088
2012,73309
2012,73756
2012,53456
2012,1021635
2012,74303
2012,353230
2012,1039684
2012,74818
2012,1466593
2012,75208
2012,75252
2012,1370946
2012,812074
2012,75340
2012,79879
2012,708821
2012,76282
2012,76321
2013,1405495
2012,77159
2012,55387
2012,77360
2012,77476
2012,77543
2012,77877
2012,1168165
2012,78128
2013,51434
2012,1163165
2012,78814
2012,8192
2013,278041
2012,22767
2012,81033
2012,81362
2012,742278
2012,1047122
2012,350698
2012,84748
2012,84839
2013,728249
2012,85408
2012,739878
2012,85961
2012,350894
2012,766829
2012,86115
2012,86144
2013,51644
2012,91882
2012,87347
2012,350644
2012,1012100
2012,88790
2012,89089
2012,354963
2013,742112
2012,90185
2012,91142
2012,91440
2012,91767
2012,91928
2012,320575
2012,92103
2012,92116
2012,92380
2012,7332
2012,743238
2012,731657
2012,718937
2012,93389
2012,93456
2012,93556
2012,310764
2012,95552
2012,351817
2013,105634
2012,96289
2012,96763
2012,96831
2012,1018963
2012,96943
2012,317771
2012,97134
2012,1024725
2012,97210
2012,50104
2012,100517
2012,97745
2012,350907
2012,701374
2012,98362
2012,100122
2012,860731
2012,100517
2012,757011
2012,18654
2012,100885
2012,798949
2012,731766
2012,1090727
2012,101594
2012,355999
2013,1506307
2012,101830
2012,755001
2012,352915
2012,103379
2012,102729
2013,54381
2012,103145
2012,103730
2012,1396009
2012,737300
2012,104918
2013,54441
2012,105770
2012,106455
2012,1159297
2012,106532
2012,106618
2012,107263
2013,1143068
2012,783325
2012,916863
2012,110471
2012,318996
2012,716006
2013,54480
2012,1545654
2012,763744
2012,764579
2013,55067
2012,773910
2012,1169055
2012,786947
2012,790070
2013,821026
2013,55135
2012,730272
2012,1465112
2012,792977
2012,791908
2012,709804
2012,783324
2012,793952
2012,793733
2012,1544229
2012,784977
2012,1549848
2012,749251
2012,795403
2012,789460
2012,1232241
2012,45919
2012,1340786
2012,751085
2012,785161
2012,854852
2012,798354
2012,799088
2012,795551
2012,314606
2013,55785
2012,351834
2012,802481
2012,355777
2012,740726
2012,1552797
2013,56047
2012,804753
2012,749660
2012,805264
2012,1116463
2012,1545158
2012,807884
2012,808461
2012,812701
2012,813672
2012,794323
2012,814549
2012,805022
2012,1555365
2012,769520
2012,816284
2012,816956
2012,1355096
2012,818479
2012,813828
2012,1555280
2012,816159
2013,60714
2012,799231
2012,1505512
2012,1349454
2012,820081
2012,1552800
2012,1549922
2012,59440
2013,3197
2012,822818
2012,1383871
2012,819793
2012,768411
2012,813621
2012,815556
2012,3116
2012,822663
2012,931015
2012,768251
2012,1038357
2012,823094
2012,789570
2012,823768
2012,1333274
2012,821995
2012,1037676
2012,835011
2012,910638
2012,920148
2012,842295
2012,928022
2012,814586
2012,813920
2012,1558785
2012,1035002
2012,842633
2012,832101
2012,837173
2012,845289
2012,1408356
2012,840883
2012,1555538
2012,79282
2012,805326
2013,57528
2012,850429
2012,850693
2012,849213
2012,851205
2012,1294016
2012,722723
2013,58492
2012,821189
2012,855612
2012,855658
2012,1559053
2012,1060009
2012,1028153
2012,313716
2012,852772
2012,1473061
2013,58592
2012,1412067
2012,884713
2012,858339
2012,903571
2012,858470
2012,945764
2012,1022705
2012,896747
2013,59478
2012,844965
2012,751978
2012,861459
2012,853816
2012,861361
2012,820736
2012,824142
2012,856982
2012,862480
2012,768899
2012,860730
2012,821483
2013,59527
2012,749935
2012,864749
2012,851520
2012,863436
2013,352363
2012,811240
2012,1108109
2012,872448
2012,872589
2013,936468
2012,868725
2012,1163302
2012,874015
2012,724606
2012,874716
2012,875355
2012,874761
2013,60519
2012,49754
2012,811596
2012,865752
2012,875320
2012,704415
2012,877212
2012,875045
2012,817366
2012,878927
2012,1040829
2012,879585
2012,875622
2012,879526
2012,880285
2012,1289945
2013,60977
2012,789132
2012,882095
2012,880984
2012,882154
2012,882835
2012,837465
2013,61004
2012,883293
2012,883237
2012,880771
2012,883945
2012,883984
2012,851968
2013,67716
2012,884144
2012,771266
2012,880266
2012,1005284
2012,885725
2012,885978
2012,1408075
2012,822418
2012,886035
2013,61986
2012,1379895
2012,886835
2012,850460
2012,888228
2012,879703
2013,766561
2012,813779
2012,889331
2012,890564
2012,867374
2012,891014
2012,872248
2013,101778
2012,1168220
2012,886346
2012,797465
2012,810509
2012,886163
2012,892553
2012,887969
2012,776325
2012,893538
2012,875657
2012,891103
2012,874499
2012,894627
2012,1078207
2012,895456
2012,886136
2013,62709
2012,784199
2012,101984
2012,897077
2013,62996
2012,895655
2012,883569
2012,896622
2012,898173
2012,884887
2012,1122976
2012,898437
2012,899751
2012,880115
2012,1451505
2012,928054
2012,884624
2012,902791
2012,907649
2013,63276
2012,902274
2012,354908
2012,78890
2012,909724
2012,908598
2012,903651
2012,908255
2013,319815
2012,891482
2012,909281
2012,1048286
2012,913142
2012,911002
2012,899723
2012,906553
2012,910521
2012,802724
2012,911649
2012,889900
2012,879169
2012,912562
2012,912145
2013,708819
2012,911147
2012,912767
2012,912544
2012,912750
2012,912833
2012,1041577
2012,914139
2013,63908
2012,913241
2012,913885
2012,915389
2012,912513
2012,910329
2013,64040
2012,916085
2012,915778
2012,916365
2012,915913
2012,914208
2012,882796
2012,917470
2012,918541
2012,918581
2012,917523
2012,885590
2012,918160
2012,870753
2012,906709
2012,919956
2012,850660
2012,892160
2012,864240
2012,890465
2012,920371
2012,922521
2012,1047340
2012,924822
2012,926282
2012,896262
2012,922717
2013,310158
2012,919013
2012,916540
2012,908937
2012,861884
2012,884731
2012,928421
2012,928658
2012,925528
2012,216539
2012,929994
2012,932111
2012,931584
2012,914577
2012,931948
2012,922475
2012,1096376
2012,868278
2012,932696
2012,934648
2012,935036
2012,935494
2012,1363851
2012,899647
2013,7039
2012,940332
2012,944148
2012,914329
2012,1507934
2012,912752
2012,944075
2012,944739
2012,1001082
2012,1172222
2012,945114
2012,920707
2012,943452
2012,934549
2012,945983
2012,944480
2012,946486
2012,931148
2012,1135185
2012,1295810
2012,930420
2012,917520
2012,892222
2012,946454
2012,948708
2012,893949
2012,920321
2012,949158
2012,1076930
2012,949039
2012,945841
2012,949699
2012,927066
2012,1037949
2012,1000228
2012,855683
2012,1000180
2012,1000623
2012,1001288
2012,1002225
2012,927003
2012,1000697
2013,66570
2012,949870
2012,1001604
2012,1001902
2012,1001385
2012,1000694
2013,316300
2012,1002388
2012,1091596
2012,877890
2012,1000683
2012,1003642
2012,1000229
2013,66740
2012,1001838
2012,1003130
2012,1003950
2012,4187
2012,933738
2012,1005010
2012,1034760
2013,66756
2012,884269
2012,1006045
2012,899866
2012,1005757
2012,887921
2012,1004989
2012,880804
2012,1020569
2012,940942
2012,919722
2012,1102541
2012,1007330
2013,7084
2012,946644
2012,1007587
2012,1008817
2012,928340
2012,931336
2012,1009672
2012,909494
2012,1010552
2012,1010612
2012,1009829
2012,887936
2012,1012140
2012,927417
2012,1008654
2012,914475
2013,717423
2012,1402436
2012,1009356
2012,913077
2012,1012019
2012,895051
2012,1013462
2012,1013606
2012,920448
2013,69488
2012,1012620
2012,1014111
2012,1013857
2012,1013934
2012,886744
2012,1013880
2012,899045
2013,70866
2012,1015739
2012,1449732
2012,1017303
2012,861878
2012,65770
2012,916457
2012,1017968
2013,704532
2012,1016169
2012,1017673
2012,1019737
2012,1019695
2012,1019849
2012,896264
2012,912183
2012,1021860
2012,830656
2012,1018003
2012,1021270
2012,1006837
2012,1018946
2012,946840
2012,1021561
2012,1022671
2012,1024657
2012,1023313
2012,1022321
2012,944508
2012,1022469
2012,1020416
2013,70318
2012,1023131
2012,1024732
2012,1023128
2012,1024795
2012,1000753
2012,1020214
2012,887359
2013,70415
2012,1027207
2012,849869
2012,891293
2012,1029199
2012,1027884
2012,1016546
2013,894405
2012,1031623
2012,921313
2012,1029023
2012,1019034
2012,1034670
2012,1011570
2012,917273
2013,275053
2012,1018724
2012,1038222
2012,873303
2012,1036262
2012,1035983
2013,71691
2012,1389050
2012,1038133
2012,924515
2012,882508
2012,1070985
2012,1037976
2012,1040593
2013,814453
2012,1040426
2012,1437578
2012,1042783
2012,1041061
2012,917491
2013,1164727
2012,852570
2012,1036044
2012,70487
2012,1043337
2012,1046311
2012,1038280
2013,71829
2012,1036960
2012,1041954
2012,1046859
2012,1031203
2012,1043000
2012,1006459
2012,1037646
2013,225263
2012,1043509
2012,1015155
2012,1011509
2012,883107
2012,1005201
2012,1046257
2012,1335190
2012,833640
2012,1096481
2012,1047166
2012,1087934
2012,1047881
2012,1041024
2012,1014473
2012,1046568
2013,72207
2012,1024628
2012,1050377
2012,1052100
2012,948072
2012,944765
2012,1044777
2012,1492633
2012,1513761
2012,1053507
2012,1050797
2012,1022646
2012,1083522
2013,7536
2012,1052595
2012,1053650
2012,1056696
2012,1053706
2012,1047127
2012,865754
2012,1054905
2012,1054102
2013,702165
2012,1051627
2012,1057379
2012,1016125
2012,1075736
2012,1058290
2012,1046880
2013,789933
2012,934473
2012,1058623
2012,1059562
2012,1057352
2012,1060391
2012,1062478
2012,907562
2012,31347
2012,1061219
2012,1056358
2012,1091735
2012,1056923
2012,1062530
2012,1042173
2012,1051470
2012,1063537
2012,1065088
2012,1041379
2013,23426
2012,1046995
2012,1070423
2012,827187
2012,1068875
2012,1071255
2013,1111711
2012,927720
2012,1062231
2012,1067837
2012,1521332
2012,1066104
2012,1073431
2013,72903
2012,1060990
2012,1023364
2012,1049502
2012,1075531
2012,1069878
2012,1066605
2012,1070412
2012,1080099
2012,1301611
2013,1133421
2012,1080056
2012,1057758
2012,929008
2012,1518222
2012,1090514
2012,1075607
2012,1073429
2012,1275283
2013,97216
2012,1082554
2012,1082923
2012,1043604
2012,1050606
2012,1065332
2012,1084048
2012,1048477
2012,1077370
2013,73088
2012,1415020
2012,1069202
2012,1085869
2012,1085621
2012,1085770
2012,1086600
2013,73309
2012,1058299
2012,1142701
2012,1056386
2012,1003214
2012,1091883
2012,1030206
2012,1057083
2012,1091907
2012,1086222
2012,1094084
2012,1077183
2012,1069394
2013,73756
2012,1040896
2012,1069258
2012,1091667
2012,1324424
2012,1058811
2012,1094007
2012,1094814
2012,1089511
2012,1082526
2012,1086740
2012,1095315
2012,1094285
2012,1062292
2012,1096199
2012,1074909
2012,75677
2012,846475
2013,1031296
2012,1098972
2012,1099160
2012,1094348
2012,1096142
2012,1096325
2012,1100917
2012,1100969
2012,1038074
2012,1101169
2012,1099800
2012,1098277
2012,1033905
2012,1080034
2012,1095565
2012,1104855
2012,1062822
2012,1102993
2013,1021635
2012,1001233
2012,939767
2012,1103837
2012,1097864
2012,1040161
2012,20520
2012,1173489
2012,1013871
2013,74303
2012,1104506
2012,1035267
2012,1037760
2012,1107332
2012,1109189
2012,1100682
2012,1075656
2013,353230
2012,1101302
2012,1113232
2012,1109116
2012,1110803
2012,1108205
2012,1109354
2013,1039684
2012,1044435
2012,1113481
2012,1111665
2012,1101239
2012,1086319
2012,1059556
2012,884504
2012,1116942
2012,872912
2013,74818
2012,926617
2012,1082038
2012,1114483
2012,1098482
2012,1092662
2012,1120295
2012,1037016
2013,1466593
2012,1084554
2012,1022652
2012,1122342
2012,1124140
2012,1097149
2012,864559
2012,1121788
2013,75252
2012,1060736
2012,1123494
2012,1029142
2012,1126975
2012,1104485
2012,1092289
2012,1064728
2012,1129155
2012,109758
2013,1370946
2012,1135152
2012,1123979
2012,926326
2012,1492658
2012,1135017
2012,1136294
2012,1101215
2013,812074
2012,1092914
2012,1004673
2012,1141103
2012,1144519
2012,1120914
2012,1142750
2012,1136869
2012,1144980
2012,1048620
2012,1166003
2012,1156388
2012,1156039
2012,707388
2012,105319
2012,1071739
2012,1158449
2012,817979
2013,75340
2012,1141240
2012,1112412
2012,1159281
2012,1088856
2012,1162461
2012,1424847
2012,1120970
2012,1158324
2012,1161154
2013,79879
2012,1158463
2012,1112920
2012,1171012
2012,1065280
2012,1162556
2012,1126216
2012,1169445
2012,1130713
2012,1093649
2012,1167419
2012,1372020
2012,1171014
2012,922863
2012,1378453
2012,1039399
2012,1138951
2012,1171759
2012,1166036
2012,1164863
2012,1156375
2012,1165002
2012,1142417
2012,1174922
2012,1120193
2013,764622
2012,1166380
2012,1157762
2012,1176334
2012,1131227
2012,1084991
2012,1168054
2012,1136174
2012,1159036
2012,892986
2012,1179929
2012,1191857
2012,1160858
2012,1210708
2012,1053374
2012,1226308
2012,1122904
2012,1108827
2013,708821
2012,1140028
2012,1220754
2012,894081
2012,1255474
2012,1065696
2012,1035748
2012,1008848
2012,1206264
2012,1292900
2012,1227654
2012,1062449
2012,1257640
2012,1267097
2012,1224133
2012,1095277
2013,76282
2012,1172480
2012,1169264
2012,1061983
2012,1278027
2012,1165231
2012,1076195
2012,1286681
2012,1096339
2013,76321
2012,1141391
2012,1274057
2012,1182129
2012,1287151
2012,899460
2012,1288403
2012,1289340
2012,1289460
2012,1289863
2012,1048685
2012,1289850
2012,1142512
2012,1050550
2012,1290900
2012,1292556
2012,1080014
2012,1173514
2012,1262823
2013,943861
2012,884219
2012,1219210
2012,1259550
2012,1130166
2012,1297720
2012,1280452
2012,1296445
2012,1239188
2012,1299033
2012,1144354
2012,1113809
2012,1294538
2012,1299139
2012,1301787
2012,1298978
2012,1302028
2012,1300514
2012,1289848
2012,1304421
2012,1297704
2012,1342958
2012,1306830
2012,1296435
2012,1419242
2013,77159
2012,1089748
2012,1303313
2012,1301063
2012,1297989
2012,1288359
2012,1320854
2012,1130591
2012,1318084
2012,1093557
2012,1023734
2012,1315695
2012,1315257
2012,1302707
2012,1319229
2012,778164
2012,1265888
2012,1286613
2012,1317630
2012,1322439
2012,1320461
2013,77360
2012,1322705
2012,1104349
2012,1323531
2012,1324189
2012,1323885
2012,1324272
2012,1095291
2012,1483096
2012,1130866
2012,1326200
2012,1323468
2012,1325955
2012,1316656
2012,1320695
2012,1205727
2012,1273441
2013,77476
2012,1011835
2012,1051514
2012,1329919
2012,1331301
2012,1159167
2012,1333513
2012,1334478
2013,77543
2012,712034
2012,1344154
2012,1281774
2012,1330849
2012,1131324
2012,1333170
2012,1302177
2012,1332349
2012,1334978
2013,77877
2012,1325281
2012,1334036
2012,1336047
2012,1336917
2012,1344596
2012,1338065
2012,1324759
2012,1323653
2012,1276187
2012,1339048
2012,1514226
2012,1338613
2012,1301206
2012,943184
2013,1109357
2012,1335258
2012,1328571
2012,1340122
2012,1058090
2012,1136893
2012,1340282
2012,1344980
2013,78128
2012,1345122
2012,1344413
2012,1347178
2012,1004724
2012,1350653
2012,1272830
2012,1352302
2013,1163165
2012,1239819
2012,1131554
2012,1354513
2012,1533454
2012,1212458
2012,1537951
2012,1372375
2012,1201663
2012,1326801
2012,1533924
2012,1532750
2012,1534701
2012,1535031
2012,1550695
2012,1373715
2012,1546417
2012,1401257
2012,1386858
2012,1547638
2012,1355001
2012,1354327
2012,1354217
2012,1356949
2012,1070336
2012,1282648
2012,1320414
2012,1357615
2012,1490630
2012,1357326
2012,1333493
2012,1158895
2012,1350381
2012,1364099
2012,1362004
2012,1360886
2012,1361658
2012,1360901
2012,1362468
2012,1178879
2012,1287808
2012,1362491
2012,1130258
2012,1364541
2012,1323854
2012,1365216
2012,1359841
2012,1125920
2013,78814
2012,1274494
2012,1333248
2012,1121702
2012,1349437
2012,1144945
2012,1113148
2012,1370450
2012,1361538
2012,7431
2012,1367396
2012,1367064
2012,1311486
2012,1368900
2012,1444598
2012,1171298
2012,1111928
2012,1276591
2012,1282631
2012,1371781
2012,1313024
2012,1158223
2012,1364100
2012,1374535
2012,809248
2012,1371489
2013,1135971
2012,1375557
2012,1372000
2012,1368265
2012,1356104
2012,1377630
2012,1168195
2012,1380509
2012,1142576
2012,1385544
2012,1379661
2012,1381531
2012,1382911
2012,1314772
2012,1466815
2012,1385292
2012,1385280
2012,1388430
2012,1293282
2012,1175609
2012,1145197
2012,1389545
2012,1244937
2012,1138639
2012,1422105
2012,1338042
2012,1391127
2012,1419428
2012,1320760
2013,1108426
2012,1335293
2012,1391390
2012,1392972
2012,894158
2012,1163698
2012,1358071
2012,1394954
2013,788784
2012,1388195
2012,1390844
2012,1131096
2012,1393883
2012,1392091
2012,1411207
2012,1296205
2012,1396838
2012,1398659
2012,1099590
2012,1124610
2012,1087294
2012,1360530
2012,816761
2012,1210618
2012,1405277
2012,1408198
2013,81362
2012,1376139
2012,1378706
2012,1384072
2012,1105184
2012,1201792
2012,1405073
2012,1125376
2012,1396033
2012,1403853
2012,1410838
2012,1410172
2012,1227930
2012,1407038
2012,1254419
2012,1117106
2012,1402829
2012,1410056
2012,1415404
2012,1120370
2012,1413898
2012,1410471
2012,1411861
2012,1425565
2013,751652
2012,1410636
2012,1411158
2012,1420800
2012,1420302
2012,1375151
2012,1418135
2013,742278
2012,1421517
2012,1407463
2012,1469510
2012,1395864
2012,1401688
2012,1414475
2012,1162194
2012,1200375
2012,1421461
2012,1107694
2012,1426945
2012,1208208
2012,1096738
2012,1434588
2012,1434842
2012,1368308
2012,1267602
2012,1434620
2012,1434729
2012,718877
2012,1434621
2012,1433660
2012,1440024
2012,1473597
2013,1047122
2012,1441849
2012,700923
2012,1442145
2012,1394156
2012,1437106
2012,1437226
2012,1452575
2012,1351285
2012,1449488
2012,1441236
2013,82811
2012,1524741
2012,1432150
2012,1453814
2012,1125914
2012,843006
2012,1468328
2012,1462418
2012,1262039
2013,350698
2012,1373988
2012,1418819
2012,1082754
2012,1474042
2012,1474735
2012,1406666
2012,1468516
2012,1477294
2012,1092699
2012,1430592
2012,1471261
2012,1325879
2012,1167294
2012,1297336
2012,1446847
2012,1287213
2012,1486159
2012,1086909
2012,1365101
2012,1288469
2012,1412347
2012,1486800
2012,1305294
2012,1488075
2012,1175454
2012,1227025
2012,1182325
2012,1365916
2012,1481792
2012,1485469
2013,8868
2013,84748
2012,1286225
2012,1490165
2012,1491501
2012,1375200
2012,1484478
2012,1131457
2012,1318605
2012,1160958
2012,1487101
2013,84839
2012,1488139
2012,1487952
2012,1453593
2012,1495479
2012,1379246
2012,1486957
2012,1492426
2012,1299130
2012,1235007
2012,1499912
2012,1389170
2012,1498021
2012,1502034
2012,1396814
2013,85408
2012,1162112
2012,1439199
2012,1487986
2012,1369786
2012,1506932
2012,1310114
2012,1356576
2012,1507615
2012,1509991
2012,1169988
2012,1509432
2012,1501585
2012,1271024
2012,1423542
2012,1084817
2012,1366684
2013,739878
2012,1311230
2012,1516007
2012,1418862
2012,1517175
2012,1510295
2012,1504747
2012,1519632
2012,1512077
2013,85961
2012,1514991
2012,1340127
2012,1463101
2012,1364962
2012,1439404
2012,1274792
2012,1301031
2013,350894
2012,1463258
2012,1443669
2012,1352010
2012,1509589
2012,1526796
2012,1129260
2012,1524931
2013,766829
2012,1520006
2012,1534992
2012,1313275
2012,1462633
2012,1491778
2012,1519751
2012,1528837
2012,1117733
2012,1524471
2012,1524472
2012,1520744
2012,1520697
2012,1533932
2012,1466301
2012,1534504
2012,1345016
2012,1420850
2012,1536035
2012,1325702
2012,1314475
2012,1216596
2012,1138118
2013,754737
2012,1279363
2012,1178670
2012,1142596
2012,1091171
2012,1235010
2012,1275014
2012,1267130
2012,1389072
2013,87347
2012,1337298
2012,1489393
2011,6201
2011,3197
2011,7286
2011,1800
2011,2098
2011,2186
2011,2488
2011,766421
2011,3453
2011,773840
2011,4447
2011,701345
2011,789073
2013,350644
2011,744825
2011,5981
2011,1037868
2011,318154
2011,731859
2011,6292
2013,1012100
2011,821026
2011,1163739
2011,7039
2011,894405
2011,7536
2013,88790
2011,8063
2011,1004155
2011,8868
2011,9092
2011,808362
2011,9326
2011,9389
2011,9892
2011,9984
2011,10456
2013,89089
2011,729580
2011,356080
2011,11199
2011,12208
2011,722104
2011,314808
2011,1001606
2013,9092
2013,354963
2011,12927
2011,12978
2011,315213
2011,14272
2011,14930
2011,1104657
2011,18396
2011,277948
2011,26058
2013,90185
2011,350199
2011,1035201
2011,790051
2013,91142
2011,18169
2011,18672
2011,18926
2011,19411
2011,19745
2011,749647
2011,313927
2011,20212
2011,20232
2011,716133
2013,91440
2011,20740
2011,1400891
2011,764065
2011,21344
2011,215466
2011,21535
2011,21665
2011,315293
2013,91767
2011,1166691
2011,723612
2011,23111
2011,23675
2011,732834
2013,91928
2011,1141982
2011,24491
2011,24545
2011,24741
2011,25475
2011,25793
2011,1219601
2013,320575
2011,26172
2011,26324
2011,714603
2011,26780
2011,313616
2011,351998
2013,827052
2011,799165
2011,27430
2011,27904
2011,27996
2011,936340
2011,28823
2013,808362
2013,1056903
2011,722313
2011,29002
2011,29332
2011,29669
2011,29834
2011,29905
2011,29989
2011,30554
2011,30305
2011,20290
2011,30625
2011,30828
2011,350846
2013,92380
2011,31978
2011,3146
2011,727510
2011,33185
2011,33213
2011,1282637
2011,34067
2011,37785
2011,37634
2013,7332
2011,1419581
2011,277509
2011,35214
2011,719164
2011,1128928
2011,1124198
2011,1130385
2011,38725
2011,39368
2011,354190
2011,39899
2013,743238
2011,1467858
2011,355811
2011,40987
2011,42582
2011,1045309
2011,42888
2011,277135
2011,43196
2011,1030749
2011,45876
2011,46080
2013,731657
2011,46129
2011,216085
2011,731012
2011,874238
2011,719413
2011,48287
2011,316206
2011,1130310
2011,48898
2013,9326
2013,93389
2011,52827
2011,49648
2011,49826
2011,1096385
2011,1466258
2011,353020
2011,50863
2011,50957
2011,51253
2011,1405495
2011,51434
2013,93556
2011,319240
2011,728249
2011,51644
2011,52795
2011,105634
2013,94049
2011,54381
2011,54441
2011,54476
2011,54480
2011,740694
2011,55067
2013,310764
2011,55785
2011,56047
2011,60714
2011,57528
2011,58492
2011,58592
2011,59478
2011,59527
2011,352363
2011,936468
2011,60519
2011,60849
2011,60876
2011,60977
2011,61004
2011,67716
2011,61986
2011,101778
2011,62709
2011,62996
2011,63276
2011,319815
2011,63908
2011,64040
2011,719152
2011,310158
2011,66570
2011,316300
2011,66740
2013,1800
2013,9389
2011,66756
2011,1489137
2011,68505
2011,69488
2011,70866
2013,96763
2011,704532
2011,69671
2011,70318
2011,275053
2011,71180
2011,71691
2011,814453
2011,1164727
2011,71829
2011,225263
2011,72207
2011,702165
2011,789933
2013,96831
2011,23426
2011,1111711
2011,72903
2011,1133421
2011,97216
2011,73088
2011,73309
2011,73756
2013,1018963
2011,20947
2011,1021635
2011,74303
2011,353230
2011,1039684
2011,74818
2011,1466593
2013,96943
2011,75252
2011,1370946
2011,812074
2011,75340
2011,79879
2011,708821
2011,76282
2011,76321
2011,943861
2011,77159
2013,97134
2011,55387
2011,77476
2011,77543
2011,77877
2011,1168165
2011,78128
2011,1163165
2013,1024725
2011,78814
2013,97210
2011,22767
2011,81033
2011,81362
2011,68589
2011,742278
2013,9892
2013,50104
2011,1047122
2011,82811
2011,350698
2013,100517
2011,84748
2011,84839
2011,350894
2011,766829
2011,86115
2011,91882
2011,87347
2011,350644
2011,1012100
2011,88790
2011,89089
2011,354963
2013,97745
2011,90185
2011,91142
2011,91440
2011,91767
2011,91928
2011,320575
2011,827052
2013,350907
2011,1056903
2011,92380
2011,743238
2011,731657
2011,718937
2011,93389
2011,93556
2011,94049
2011,95029
2011,95304
2011,95552
2013,701374
2011,351817
2011,96289
2011,96763
2011,96831
2011,1018963
2013,98362
2011,96943
2011,317771
2011,1024725
2011,97210
2011,50104
2011,319687
2011,97745
2011,350907
2011,701374
2011,98362
2011,100122
2011,860731
2011,319687
2011,102379
2011,757011
2011,100885
2011,798949
2011,731766
2011,1082510
2011,1090727
2013,9984
2013,941138
2011,101594
2011,355999
2011,101830
2011,755001
2011,352915
2011,103379
2011,102729
2011,103145
2011,103730
2011,1396009
2011,737300
2011,104918
2013,860731
2011,106455
2011,1159297
2011,106532
2011,783325
2011,916863
2011,318996
2011,716006
2013,100517
2011,763744
2011,764579
2011,773910
2011,1169055
2011,786947
2011,790070
2011,739944
2011,730272
2011,790818
2011,1465112
2011,792977
2011,791908
2013,757011
2011,792985
2011,793952
2011,793733
2011,784977
2011,749251
2011,795403
2011,789460
2011,1232241
2011,796343
2011,45919
2011,1340786
2011,785161
2011,854852
2011,798354
2011,799088
2011,795551
2011,351834
2011,802481
2011,355777
2011,740726
2013,10456
2013,1002910
2011,804753
2011,749660
2011,805264
2011,1116463
2013,100885
2011,807884
2011,790526
2013,798949
2011,812701
2011,813672
2011,1088120
2011,810829
2011,805022
2011,769520
2011,816284
2011,816956
2011,817135
2011,813828
2013,731766
2011,799231
2011,820081
2011,59440
2011,801351
2011,822818
2011,819793
2013,1090727
2011,768411
2011,1056087
2011,813621
2011,820237
2011,815556
2011,820313
2013,101594
2011,3116
2011,822663
2011,931015
2011,768251
2011,823094
2011,789570
2011,823768
2013,355999
2011,1333274
2011,831259
2011,821995
2011,800240
2011,835011
2011,910638
2011,842295
2011,814586
2011,839470
2011,1035002
2013,101830
2011,842633
2011,832101
2011,837173
2011,845289
2011,840883
2011,846876
2011,79282
2011,805326
2011,850429
2013,755001
2011,850693
2011,849213
2011,827809
2011,851205
2011,722723
2011,821189
2011,855612
2011,855658
2011,1068717
2011,1060009
2011,1034669
2011,760326
2011,1028153
2011,313716
2011,852772
2011,849706
2011,1473061
2013,352915
2011,884713
2011,858339
2011,903571
2011,858470
2011,945764
2011,1022705
2011,896747
2011,859368
2013,103379
2011,844965
2011,751978
2011,861459
2011,853816
2011,861361
2011,820736
2011,824142
2013,102729
2011,856982
2011,862480
2011,768899
2011,860730
2011,821483
2011,749935
2011,864233
2011,851520
2011,863436
2011,829323
2011,225648
2011,1108109
2011,872448
2013,103145
2011,872589
2011,1054833
2011,767920
2011,1163302
2011,867665
2011,874016
2011,874015
2013,103730
2011,874716
2011,875355
2011,874761
2011,49754
2011,811596
2011,865752
2011,875320
2011,704415
2011,877212
2011,875045
2013,1396009
2011,817366
2011,878927
2011,1040829
2011,862861
2011,879585
2011,875622
2011,880631
2011,880643
2011,880285
2011,881464
2011,1289945
2011,789132
2011,882095
2011,882104
2011,879993
2011,882154
2011,882835
2011,837465
2013,737300
2011,883237
2011,880771
2011,883945
2011,883984
2011,851968
2011,771266
2011,880266
2011,885725
2011,885978
2013,104918
2011,822418
2011,886035
2011,886835
2011,850460
2011,888228
2011,879703
2011,889331
2011,867374
2011,885988
2011,891014
2011,872248
2011,1168220
2011,887637
2011,886346
2011,797465
2013,105770
2011,810509
2011,891532
2011,776325
2011,893538
2011,875657
2013,729580
2011,891103
2011,874499
2011,894627
2011,1078207
2011,895456
2011,886136
2011,784199
2011,101984
2013,106455
2011,49071
2011,897077
2011,895655
2013,1159297
2011,883569
2011,896622
2011,898173
2011,884887
2011,1122976
2011,849502
2011,898437
2013,106532
2011,899751
2011,880115
2011,1402057
2011,928054
2011,901491
2011,903129
2011,902791
2011,907649
2011,902274
2013,106618
2011,354908
2011,904978
2011,78890
2011,909724
2011,908598
2011,903651
2011,908255
2013,106640
2011,891482
2011,846913
2011,909281
2011,1048286
2011,913142
2011,911002
2011,899723
2011,906553
2011,910521
2011,802724
2011,911649
2011,889900
2011,879169
2011,912562
2013,107263
2011,912145
2011,911147
2011,912767
2011,912544
2011,912607
2011,912750
2011,912833
2011,1041577
2011,901219
2011,914139
2011,913241
2011,913885
2011,915389
2011,912513
2011,910329
2011,916085
2011,915778
2011,915913
2011,916529
2013,783325
2011,882796
2011,917470
2011,918541
2011,918581
2011,917523
2013,916863
2011,885590
2011,918160
2011,918946
2011,881524
2011,919443
2011,870753
2013,110471
2011,906709
2011,919956
2011,850660
2011,864240
2011,890465
2011,921738
2011,920371
2011,922521
2011,1047340
2011,924822
2011,896262
2011,922717
