year,cik
2010,1048620
2010,1133260
2010,1166003
2013,875045
2010,1156039
2010,707388
2010,1071739
2010,817979
2010,1112412
2010,1159281
2010,1088856
2010,1162461
2010,1424847
2010,1120970
2010,1158324
2010,1161154
2010,1158463
2013,817366
2010,1112920
2010,1171012
2010,1166291
2010,1065280
2010,1168696
2010,1159154
2010,1162556
2010,1126216
2013,878927
2010,1169445
2010,1130713
2010,1093649
2010,1372020
2010,1171014
2010,922863
2013,1040829
2010,1378453
2010,1039399
2010,1138951
2010,1171759
2010,1166036
2010,1164863
2010,1156375
2010,1165002
2010,1174527
2010,1142417
2010,1174922
2010,1120193
2010,1157762
2010,1133311
2010,1176334
2010,1131227
2010,1084991
2010,1140098
2010,1159036
2010,1383183
2010,1179929
2010,1191857
2010,1160858
2010,1210708
2013,879585
2010,1270400
2010,1053374
2010,1226308
2010,1122904
2010,1183186
2010,1108827
2010,1172852
2010,1140028
2010,894081
2013,875622
2010,1065696
2010,1035748
2010,1008848
2010,1206264
2010,1292900
2010,1404592
2013,879526
2010,1268671
2010,1227654
2010,1062449
2010,1257640
2010,1128495
2010,1267097
2010,1224133
2010,1172480
2013,880631
2010,1061983
2010,1165231
2010,1065023
2010,1076195
2010,1096339
2010,1135711
2010,1274057
2010,1182129
2010,1287151
2010,1288741
2010,899460
2010,1289340
2010,1289460
2010,1111247
2010,1283073
2010,1289863
2010,1048685
2010,1289850
2010,1142512
2010,1050550
2010,1290900
2010,1080014
2010,1262823
2010,884219
2010,1130166
2010,1297720
2010,1280452
2010,1296445
2010,1239188
2010,1144354
2010,1298341
2010,1298978
2010,1302028
2010,1300514
2010,932372
2010,1289848
2010,1304421
2010,1297704
2010,1342958
2010,1306830
2010,1296435
2010,1320934
2010,1308208
2010,1419242
2010,1271940
2010,1089748
2010,1303313
2010,1297989
2010,1288359
2013,880285
2010,1277092
2010,1320854
2010,1130591
2010,1318084
2010,1093557
2010,1023734
2013,1289945
2010,1315695
2010,1315257
2010,1479920
2010,1319229
2013,882095
2010,778164
2010,1265888
2010,1286613
2010,1317630
2010,1322439
2010,1315255
2010,1114714
2010,1104349
2013,2488
2013,882104
2010,1324189
2010,1323885
2010,1324272
2010,1095291
2010,1322734
2010,1483096
2010,1130866
2010,1326200
2010,1103025
2010,1323468
2010,1325955
2010,1316656
2010,1324570
2010,1320695
2010,1205727
2010,1273441
2010,1316898
2010,1203957
2010,1051514
2010,1329919
2010,1331301
2010,1307752
2010,1333513
2010,1334478
2010,1364885
2013,880984
2010,712034
2010,1340041
2010,1281774
2010,1330849
2010,1131324
2010,1333170
2010,1302177
2010,1332349
2013,882154
2010,1334978
2010,885306
2010,1325281
2010,1334036
2010,1336047
2010,1336917
2010,1071625
2010,1134203
2010,1344596
2010,1325460
2010,1338065
2010,1324759
2010,1323653
2010,1339048
2010,1338613
2010,1301206
2013,837465
2010,943184
2010,1285043
2010,1339455
2010,1335258
2010,1328571
2010,1340122
2010,1058090
2010,1136893
2010,1340282
2010,1345840
2010,1344980
2010,1345122
2010,1347178
2010,1368007
2013,880771
2010,1350653
2010,1272830
2010,1352302
2010,1239819
2010,1131554
2010,1353209
2010,1354513
2010,1324105
2010,1354217
2010,1356949
2010,1070336
2010,1282648
2010,1320414
2010,1357615
2010,1490630
2013,790051
2010,1357326
2010,1333493
2010,1158895
2010,1337013
2010,1364099
2010,1362004
2010,1360886
2010,1357371
2010,1361658
2010,1360901
2010,1361983
2010,1362468
2010,1178879
2010,1287808
2010,1130258
2010,1364541
2010,1323854
2010,1341766
2010,1365216
2010,1125920
2010,1274494
2010,1010286
2010,1354942
2010,1333248
2010,1121702
2013,883984
2010,1160791
2010,1349437
2010,1144945
2010,1366868
2010,1113148
2010,1370450
2010,1361538
2010,7431
2010,1367396
2010,1367064
2013,851968
2010,1311486
2010,1368900
2010,1444598
2010,1111928
2010,1276591
2010,1367644
2010,1371781
2010,1313024
2010,1373980
2010,1158223
2010,1364100
2010,1371489
2010,1375557
2010,1375247
2013,884144
2010,1372664
2010,1372000
2010,1368265
2010,1356104
2010,1140215
2010,1377630
2010,1168195
2013,771266
2010,1379378
2010,1380509
2010,1142576
2010,1385544
2010,1381531
2010,1366246
2010,1382911
2010,1381325
2010,1314772
2010,1466815
2010,1385292
2013,880266
2010,1385280
2010,1388430
2010,1293282
2010,41023
2010,1389305
2010,1175609
2010,1145197
2010,1389545
2010,1244937
2013,1326160
2010,1138639
2010,1232524
2010,1422105
2010,1338042
2010,1391127
2010,1320760
2010,1335293
2010,1378846
2010,1138830
2010,1361872
2010,1391390
2010,1392972
2010,894158
2010,1163698
2013,1005284
2010,1358071
2010,1390844
2010,1131096
2010,1392091
2010,1394159
2013,885725
2010,1296205
2010,1396838
2010,1398659
2010,1377720
2010,1099590
2010,1124610
2010,1087294
2010,1360530
2010,816761
2010,1398664
2010,1210618
2010,1397821
2010,1405277
2010,1376812
2010,1230355
2010,1405287
2010,1376139
2010,1378706
2010,1384072
2010,1105184
2010,1292653
2010,1201792
2010,1405073
2010,1125376
2013,885978
2010,1396033
2010,1403853
2010,1410838
2010,1410172
2010,1402305
2010,1227930
2010,1407038
2010,1254419
2010,1117106
2010,1410056
2010,1415404
2010,1120370
2010,1413898
2010,1410471
2010,1411861
2010,1425565
2010,1410636
2010,1411158
2010,1420800
2010,1275791
2010,1420302
2010,1375151
2010,1418135
2010,1421517
2010,1395864
2010,1401688
2010,1162194
2010,1200375
2010,1421461
2010,1426945
2010,1096738
2010,1260996
2010,1368308
2010,1267602
2010,1434620
2010,1434729
2010,718877
2010,1434621
2010,1433660
2010,1440024
2010,1473597
2010,1441849
2010,1167178
2010,700923
2010,1442145
2010,1437106
2013,1408075
2010,1437226
2010,1452575
2010,1351285
2010,1438231
2010,1442505
2010,1441236
2010,1432150
2010,1453814
2010,1125914
2013,886035
2010,843006
2010,1468328
2010,1462418
2010,1469433
2010,1468174
2010,1470699
2010,1471038
2010,1474042
2010,1474735
2010,1406666
2010,1468516
2010,1477294
2010,1092699
2010,1430592
2010,1489136
2010,1471261
2010,1167294
2010,1297336
2010,1407450
2010,1446847
2010,1287213
2010,1386278
2010,1486159
2013,1379895
2010,1374310
2010,1086909
2010,1365101
2010,1288469
2010,1412347
2010,1486800
2010,1337619
2010,1305294
2013,886835
2010,1488075
2010,1175454
2010,1227025
2010,1365916
2010,1481792
2010,1485469
2010,1286225
2010,1375200
2010,1484478
2010,1318605
2010,1160958
2010,1487101
2010,1488139
2010,1487952
2010,1453593
2010,1495479
2013,850460
2010,1486957
2010,1496623
2010,1361103
2010,1299130
2010,1235007
2010,1498021
2010,1366649
2010,1396814
2013,888228
2010,1162112
2010,1439199
2010,1487986
2010,1504747
2010,1325702
2010,1314475
2010,1095981
2010,1216596
2010,1138118
2010,1279363
2010,1280058
2010,1178670
2010,1274913
2010,1142596
2010,1106942
2010,1235010
2010,1275014
2010,902622
2010,1389072
2013,879703
2010,1337298
2010,1489393
2009,6201
2009,3197
2009,7286
2009,1800
2013,890564
2009,2098
2009,2186
2009,2488
2009,3453
2013,867374
2009,3673
2009,773840
2009,3982
2009,701345
2009,789073
2009,700721
2009,744825
2009,5981
2009,1037868
2009,318154
2009,731859
2009,821026
2009,1163739
2009,7039
2013,891014
2009,7536
2009,8063
2009,1004155
2013,872248
2009,8868
2009,9092
2009,808362
2009,9326
2009,9389
2009,9984
2009,10456
2009,729580
2009,356080
2009,11199
2009,12208
2013,1168220
2009,722104
2009,12355
2009,314808
2009,1001606
2009,12927
2009,12978
2009,315213
2009,1035675
2009,14272
2009,14930
2009,15615
2013,886346
2009,18396
2009,277948
2009,26058
2009,1035201
2013,797465
2009,790051
2009,17797
2009,18672
2013,810509
2009,18808
2009,18926
2009,19411
2009,19745
2009,313927
2009,20212
2009,20232
2009,716133
2009,1400891
2009,764065
2013,892553
2009,21344
2009,215466
2009,21535
2009,21665
2009,315293
2009,1166691
2009,723612
2013,887969
2009,23111
2009,23675
2009,1141982
2009,24545
2009,24741
2013,891532
2009,25475
2009,1219601
2009,26172
2009,714603
2013,776325
2009,26780
2009,313616
2009,351998
2009,27430
2009,27904
2009,27996
2009,936340
2009,28823
2009,722313
2009,29002
2009,29332
2013,1196501
2009,29806
2009,29834
2009,29905
2009,29989
2009,30554
2009,30305
2009,1326160
2009,30625
2013,875657
2009,30828
2009,350846
2009,31978
2013,891103
2009,32198
2009,3146
2009,33185
2009,33213
2013,874499
2009,1282637
2009,34067
2009,37785
2009,37634
2013,894627
2009,1419581
2009,277509
2009,35214
2009,719164
2009,1124198
2013,1078207
2009,1130385
2009,354190
2009,39899
2013,895456
2009,1467858
2009,355811
2009,40987
2009,41719
2009,42542
2009,42582
2009,1045309
2013,895126
2009,42888
2009,277135
2009,43196
2009,1030749
2013,1089819
2013,886136
2009,45876
2009,46080
2009,46129
2009,216085
2009,731012
2009,874238
2009,719413
2009,47111
2009,316206
2009,1130310
2009,48898
2013,784199
2009,216228
2009,52827
2009,49648
2009,49826
2013,101984
2009,1096385
2009,1466258
2009,353020
2009,50863
2009,50957
2013,1578845
2009,51253
2009,1405495
2009,319240
2009,728249
2009,51644
2009,742112
2009,105634
2009,94610
2009,54381
2009,54441
2013,49071
2009,54476
2009,54480
2009,740694
2009,55785
2009,56047
2013,896841
2009,60714
2009,57528
2009,58492
2009,59478
2009,59527
2009,936468
2009,6814
2009,60519
2009,60751
2009,60849
2009,60876
2009,60977
2009,61004
2009,67716
2009,61986
2013,18926
2009,62709
2009,62996
2009,63276
2009,319815
2009,708819
2009,63908
2009,1170650
2009,310158
2009,66570
2009,66740
2009,66756
2013,897077
2009,68505
2009,717423
2009,69488
2009,70866
2009,70318
2009,71180
2009,71691
2009,814453
2009,1164727
2009,71829
2009,72207
2013,895655
2009,702165
2009,789933
2009,23426
2009,1111711
2009,72903
2009,1133421
2009,97216
2009,73309
2009,73756
2009,20947
2009,1021635
2009,74303
2009,1466593
2009,75208
2009,75252
2009,1370946
2009,812074
2009,75340
2009,79879
2013,883569
2009,708821
2009,76282
2009,76321
2009,943861
2009,77159
2009,922224
2009,77360
2009,77476
2009,1168165
2013,19411
2013,896622
2009,78128
2009,78814
2009,1338749
2013,898173
2009,8192
2009,22767
2009,81033
2009,81362
2013,884887
2009,742278
2009,1047122
2009,350698
2013,1122976
2009,84839
2009,85408
2009,85961
2009,350894
2009,766829
2009,930184
2009,86115
2009,91882
2009,87347
2009,350644
2009,1012100
2009,88790
2013,898437
2009,89089
2009,1066138
2009,354963
2009,91142
2013,899751
2009,91767
2009,91928
2009,320575
2009,827052
2009,1056903
2009,92380
2009,7332
2013,880115
2009,743238
2009,731657
2009,93389
2009,94049
2009,310764
2009,95304
2009,351817
2009,96271
2013,1402057
2009,96289
2009,96412
2009,96763
2009,96831
2009,1018963
2009,96943
